k,patterns,algorithm,mode,run,iterations,banks,sequences_per_bank,sequence_length,target_bases_per_cell,bases,build_ns,search_ns,total_ns,fixed_ns_per_matcher,build_ns_per_matcher,search_ns_per_base,reference_total_ns,reference_ns_per_base,validation_checksum,matching_records,matches,timed_checksum
12,6,bndmq,all,1,1,43,15504,150,100000000,100000800,43583,136340583,136386917,1077.535,1013.558,1.363394923,136341660.535,1.363405698,10529161458045662895,333350,333373,10529161458045662895
12,6,bndmq,all,2,1,43,15504,150,100000000,100000800,142458,142307208,142454333,3421.512,3312.977,1.423060696,142310629.512,1.423094910,10529161458045662895,333350,333373,10529161458045662895
12,6,bndmq,all,3,1,43,15504,150,100000000,100000800,80250,166528250,166617708,2080.419,1866.279,1.665269178,166530330.419,1.665289982,10529161458045662895,333350,333373,10529161458045662895
12,6,bndmq,all,4,1,43,15504,150,100000000,100000800,96375,151619500,151718458,2301.349,2241.279,1.516182871,151621801.349,1.516205884,10529161458045662895,333350,333373,10529161458045662895
12,6,aho_corasick,all,0,1,43,15504,150,100000000,100000800,1317459,166388000,167741375,31473.837,30638.581,1.663866689,166419473.837,1.664181425,10529161458045662895,333350,333373,10529161458045662895
12,6,aho_corasick,all,1,1,43,15504,150,100000000,100000800,1184292,161117417,162332667,28261.628,27541.674,1.611161281,161145678.628,1.611443895,10529161458045662895,333350,333373,10529161458045662895
12,6,aho_corasick,all,2,1,43,15504,150,100000000,100000800,1254375,161432916,162721166,29959.302,29171.512,1.614316245,161462875.302,1.614615836,10529161458045662895,333350,333373,10529161458045662895
12,6,aho_corasick,all,3,1,43,15504,150,100000000,100000800,1167666,158931333,160132333,27930.233,27155.023,1.589300616,158959263.233,1.589579916,10529161458045662895,333350,333373,10529161458045662895
12,6,aho_corasick,all,4,1,43,15504,150,100000000,100000800,1186583,152116375,153328916,28198.628,27594.953,1.521151581,152144573.628,1.521433565,10529161458045662895,333350,333373,10529161458045662895
12,6,hash,all,0,1,43,15504,150,100000000,100000800,72500,303081708,303179834,2282.000,1686.047,3.030792834,303083990.000,3.030815653,10529161458045662895,333350,333373,10529161458045662895
12,6,hash,all,1,1,43,15504,150,100000000,100000800,25708,297249125,297281750,758.721,597.860,2.972467470,297249883.721,2.972475057,10529161458045662895,333350,333373,10529161458045662895
12,6,hash,all,2,1,43,15504,150,100000000,100000800,26458,300391166,300421417,703.512,615.302,3.003887629,300391869.512,3.003894664,10529161458045662895,333350,333373,10529161458045662895
12,6,hash,all,3,1,43,15504,150,100000000,100000800,20083,290458042,290483292,587.209,467.047,2.904557184,290458629.209,2.904563056,10529161458045662895,333350,333373,10529161458045662895
12,6,hash,all,4,1,43,15504,150,100000000,100000800,41042,312331500,312381458,1161.814,954.465,3.123290014,312332661.814,3.123301632,10529161458045662895,333350,333373,10529161458045662895
12,7,aho_corasick,all,0,1,37,18020,150,100000000,100011000,986500,127774958,128792792,27509.027,26662.162,1.277609043,127802467.027,1.277884103,2540591164163135858,333391,333409,2540591164163135858
12,7,aho_corasick,all,1,1,37,18020,150,100000000,100011000,933291,125086792,126045917,25922.297,25224.081,1.250730340,125112714.297,1.250989534,2540591164163135858,333391,333409,2540591164163135858
