k,q,mode,run,iterations,patterns,sequences_per_pattern,sequence_length,bases,elapsed_ns,ns_per_base,checksum
55,6,all,10,5,256,512,150,98304000,21177250,0.215426127,15864495
55,4,all,10,5,256,512,150,98304000,22677500,0.230687459,15864495
55,9,all,10,5,256,512,150,98304000,21922667,0.223008901,15864495
55,5,all,10,5,256,512,150,98304000,21431667,0.218014191,15864495
55,2,all,10,4,256,512,150,78643200,21214709,0.269758975,12691596
55,5,all,11,5,256,512,150,98304000,21488916,0.218596558,15864495
55,12,all,11,5,256,512,150,98304000,23129333,0.235283742,15864495
55,10,all,11,5,256,512,150,98304000,22430083,0.228170603,15864495
55,11,all,11,5,256,512,150,98304000,23397584,0.238012533,15864495
55,2,all,11,4,256,512,150,78643200,21634584,0.275097961,12691596
55,6,all,11,5,256,512,150,98304000,21971417,0.223504812,15864495
55,9,all,11,5,256,512,150,98304000,22650334,0.230411112,15864495
55,1,all,11,4,256,512,150,78643200,24035000,0.305620829,12691596
55,8,all,11,5,256,512,150,98304000,21974458,0.223535746,15864495
55,4,all,11,5,256,512,150,98304000,23919500,0.243321737,15864495
55,7,all,11,5,256,512,150,98304000,21916584,0.222947021,15864495
55,3,all,11,4,256,512,150,78643200,21377333,0.271826846,12691596
55,10,all,12,5,256,512,150,98304000,22956458,0.233525167,15864495
55,7,all,12,5,256,512,150,98304000,21868959,0.222462555,15864495
55,4,all,12,5,256,512,150,98304000,23553125,0.239594777,15864495
55,11,all,12,5,256,512,150,98304000,23939416,0.243524333,15864495
55,9,all,12,5,256,512,150,98304000,22483375,0.228712718,15864495
55,2,all,12,4,256,512,150,78643200,21892083,0.278372231,12691596
55,1,all,12,4,256,512,150,78643200,23803291,0.302674497,12691596
55,6,all,12,5,256,512,150,98304000,20969375,0.213311513,15864495
55,5,all,12,5,256,512,150,98304000,21411250,0.217806498,15864495
55,8,all,12,5,256,512,150,98304000,21194208,0.215598633,15864495
55,12,all,12,5,256,512,150,98304000,23000209,0.233970225,15864495
55,3,all,12,4,256,512,150,78643200,20662500,0.262737274,12691596
55,2,all,13,4,256,512,150,78643200,21159875,0.269061724,12691596
55,11,all,13,5,256,512,150,98304000,22856000,0.232503255,15864495
55,3,all,13,4,256,512,150,78643200,20659375,0.262697538,12691596
55,5,all,13,5,256,512,150,98304000,21412209,0.217816254,15864495
55,10,all,13,5,256,512,150,98304000,22302791,0.226875722,15864495
55,7,all,13,5,256,512,150,98304000,21317958,0.216857483,15864495
55,12,all,13,5,256,512,150,98304000,23211416,0.236118734,15864495
55,8,all,13,5,256,512,150,98304000,21187167,0.215527008,15864495
55,9,all,13,5,256,512,150,98304000,21845959,0.222228587,15864495
55,6,all,13,5,256,512,150,98304000,21143834,0.215086202,15864495
55,1,all,13,4,256,512,150,78643200,23518459,0.299052671,12691596
55,4,all,13,5,256,512,150,98304000,22745625,0.231380463,15864495
55,4,all,14,5,256,512,150,98304000,22611875,0.230019887,15864495
55,2,all,14,4,256,512,150,78643200,21285667,0.270661252,12691596
55,9,all,14,5,256,512,150,98304000,21936916,0.223153849,15864495
55,8,all,14,5,256,512,150,98304000,20886666,0.212470154,15864495
55,6,all,14,5,256,512,150,98304000,20989625,0.213517507,15864495
55,3,all,14,4,256,512,150,78643200,20410750,0.259536107,12691596
55,7,all,14,5,256,512,150,98304000,21230166,0.215964417,15864495
55,1,all,14,4,256,512,150,78643200,23563667,0.299627520,12691596
55,10,all,14,5,256,512,150,98304000,22132000,0.225138346,15864495
55,11,all,14,5,256,512,150,98304000,22869542,0.232641012,15864495
55,5,all,14,5,256,512,150,98304000,21390375,0.217594147,15864495
55,12,all,14,5,256,512,150,98304000,22931125,0.233267466,15864495
56,12,first,0,5,256,512,150,98304000,22456792,0.228442301,327680
56,7,first,0,5,256,512,150,98304000,20324583,0.206752350,327680
56,6,first,0,5,256,512,150,98304000,20359833,0.207110931,327680
56,8,first,0,5,256,512,150,98304000,23108708,0.235073934,327680
56,10,first,0,5,256,512,150,98304000,21779833,0.221555918,327680
56,5,first,0,5,256,512,150,98304000,20887000,0.212473551,327680
56,3,first,0,5,256,512,150,98304000,24330792,0.247505615,327680
56,2,first,0,4,256,512,150,78643200,20266167,0.257697639,262144
56,9,first,0,5,256,512,150,98304000,20173416,0.205214600,327680
56,1,first,0,4,256,512,150,78643200,21923250,0.278768539,262144
56,11,first,0,5,256,512,150,98304000,21956917,0.223357310,327680
56,4,first,0,5,256,512,150,98304000,21956916,0.223357300,327680
56,11,first,1,5,256,512,150,98304000,22025958,0.224059631,327680
56,3,first,1,5,256,512,150,98304000,23899333,0.243116587,327680
56,2,first,1,4,256,512,150,78643200,20349292,0.258754628,262144
56,8,first,1,5,256,512,150,98304000,22675958,0.230671773,327680
56,9,first,1,5,256,512,150,98304000,20153084,0.205007772,327680
56,7,first,1,5,256,512,150,98304000,20337959,0.206888418,327680
56,6,first,1,5,256,512,150,98304000,20167000,0.205149333,327680
56,10,first,1,5,256,512,150,98304000,21424625,0.217942556,327680
56,5,first,1,5,256,512,150,98304000,20817583,0.211767405,327680
56,12,first,1,5,256,512,150,98304000,22366792,0.227526774,327680
56,4,first,1,5,256,512,150,98304000,21733500,0.221084595,327680
56,1,first,1,4,256,512,150,78643200,22270000,0.283177694,262144
56,6,first,2,5,256,512,150,98304000,20251333,0.206007212,327680
56,12,first,2,5,256,512,150,98304000,22558333,0.229475230,327680
56,3,first,2,5,256,512,150,98304000,24087125,0.245026906,327680
56,11,first,2,5,256,512,150,98304000,21542125,0.219137828,327680
56,9,first,2,5,256,512,150,98304000,20140958,0.204884420,327680
56,5,first,2,5,256,512,150,98304000,20572542,0.209274719,327680
56,10,first,2,5,256,512,150,98304000,21384833,0.217537771,327680
56,8,first,2,5,256,512,150,98304000,22680583,0.230718821,327680
56,2,first,2,4,256,512,150,78643200,20185250,0.256668727,262144
56,1,first,2,4,256,512,150,78643200,21902917,0.278509992,262144
56,4,first,2,5,256,512,150,98304000,21705000,0.220794678,327680
56,7,first,2,5,256,512,150,98304000,20213791,0.205625315,327680
56,10,first,3,5,256,512,150,98304000,21017458,0.213800639,327680
56,8,first,3,5,256,512,150,98304000,22776584,0.231695394,327680
56,9,first,3,5,256,512,150,98304000,20130083,0.204773794,327680
56,7,first,3,5,256,512,150,98304000,20430583,0.207830638,327680
56,11,first,3,5,256,512,150,98304000,21871250,0.222485860,327680
56,2,first,3,4,256,512,150,78643200,20294416,0.258056844,262144
56,4,first,3,5,256,512,150,98304000,21808958,0.221852193,327680
56,5,first,3,5,256,512,150,98304000,20697042,0.210541199,327680
56,12,first,3,5,256,512,150,98304000,22387625,0.227738698,327680
56,3,first,3,5,256,512,150,98304000,24090459,0.245060822,327680
56,6,first,3,5,256,512,150,98304000,20314167,0.206646393,327680
56,1,first,3,4,256,512,150,78643200,22275250,0.283244451,262144
56,3,first,4,5,256,512,150,98304000,23862750,0.242744446,327680
56,7,first,4,5,256,512,150,98304000,20242750,0.205919902,327680
56,10,first,4,5,256,512,150,98304000,21236125,0.216025035,327680
56,5,first,4,5,256,512,150,98304000,20574417,0.209293793,327680
56,4,first,4,5,256,512,150,98304000,21706792,0.220812907,327680
56,11,first,4,5,256,512,150,98304000,21554167,0.219260325,327680
56,6,first,4,5,256,512,150,98304000,20389333,0.207411021,327680
56,9,first,4,5,256,512,150,98304000,20805334,0.211642802,327680
56,12,first,4,5,256,512,150,98304000,22266792,0.226509521,327680
56,8,first,4,5,256,512,150,98304000,22739917,0.231322398,327680
56,2,first,4,4,256,512,150,78643200,20314166,0.258307978,262144
56,1,first,4,4,256,512,150,78643200,21802333,0.277231000,262144
56,5,first,5,5,256,512,150,98304000,20652292,0.210085978,327680
56,2,first,5,4,256,512,150,78643200,20186042,0.256678797,262144
56,12,first,5,5,256,512,150,98304000,22232542,0.226161112,327680
56,9,first,5,5,256,512,150,98304000,20530583,0.208847890,327680
56,8,first,5,5,256,512,150,98304000,22620583,0.230108470,327680
56,1,first,5,4,256,512,150,78643200,21943750,0.279029210,262144
56,6,first,5,5,256,512,150,98304000,20384292,0.207359741,327680
56,11,first,5,5,256,512,150,98304000,21430708,0.218004435,327680
56,3,first,5,5,256,512,150,98304000,24116625,0.245326996,327680
56,4,first,5,5,256,512,150,98304000,21639666,0.220130066,327680
56,10,first,5,5,256,512,150,98304000,21242333,0.216088186,327680
56,7,first,5,5,256,512,150,98304000,20380167,0.207317780,327680
56,4,first,6,5,256,512,150,98304000,21597875,0.219704946,327680
56,10,first,6,5,256,512,150,98304000,21183666,0.215491394,327680
56,7,first,6,5,256,512,150,98304000,20279917,0.206297984,327680
56,12,first,6,5,256,512,150,98304000,22250750,0.226346334,327680
56,3,first,6,5,256,512,150,98304000,24241375,0.246596018,327680
56,8,first,6,5,256,512,150,98304000,22522458,0.229110291,327680
56,9,first,6,5,256,512,150,98304000,20076083,0.204224477,327680
56,11,first,6,5,256,512,150,98304000,21748583,0.221238027,327680
56,1,first,6,4,256,512,150,78643200,21980250,0.279493332,262144
56,2,first,6,4,256,512,150,78643200,20305917,0.258203087,262144
56,5,first,6,5,256,512,150,98304000,20721834,0.210793396,327680
56,6,first,6,5,256,512,150,98304000,20301125,0.206513723,327680
56,1,first,7,4,256,512,150,78643200,21970125,0.279364586,262144
56,8,first,7,5,256,512,150,98304000,22633250,0.230237325,327680
56,2,first,7,4,256,512,150,78643200,20238625,0.257347425,262144
56,7,first,7,5,256,512,150,98304000,20406333,0.207583954,327680
56,6,first,7,5,256,512,150,98304000,20243250,0.205924988,327680
56,4,first,7,5,256,512,150,98304000,21617125,0.219900767,327680
56,3,first,7,5,256,512,150,98304000,24342416,0.247623861,327680
56,10,first,7,5,256,512,150,98304000,21327875,0.216958364,327680
56,11,first,7,5,256,512,150,98304000,21891166,0.222688456,327680
56,9,first,7,5,256,512,150,98304000,20220917,0.205697805,327680
56,5,first,7,5,256,512,150,98304000,20564750,0.209195455,327680
56,12,first,7,5,256,512,150,98304000,22862209,0.232566416,327680
56,3,first,8,5,256,512,150,98304000,24263458,0.246820658,327680
56,4,first,8,5,256,512,150,98304000,21535625,0.219071706,327680
56,12,first,8,5,256,512,150,98304000,22580875,0.229704539,327680
56,5,first,8,5,256,512,150,98304000,20749291,0.211072703,327680
56,7,first,8,5,256,512,150,98304000,20228667,0.205776642,327680
56,8,first,8,5,256,512,150,98304000,22819209,0.232128998,327680
56,10,first,8,5,256,512,150,98304000,21922042,0.223002543,327680
56,6,first,8,5,256,512,150,98304000,20268042,0.206177185,327680
56,1,first,8,4,256,512,150,78643200,22262625,0.283083916,262144
56,2,first,8,4,256,512,150,78643200,20378667,0.259128151,262144
56,9,first,8,5,256,512,150,98304000,20324500,0.206751506,327680
56,11,first,8,5,256,512,150,98304000,21900625,0.222784678,327680
56,6,first,9,5,256,512,150,98304000,20260291,0.206098338,327680
56,2,first,9,4,256,512,150,78643200,20366417,0.258972384,262144
56,10,first,9,5,256,512,150,98304000,21776875,0.221525828,327680
56,9,first,9,5,256,512,150,98304000,20172958,0.205209941,327680
56,12,first,9,5,256,512,150,98304000,22713666,0.231055359,327680
56,3,first,9,5,256,512,150,98304000,24180541,0.245977183,327680
56,11,first,9,5,256,512,150,98304000,22206833,0.225899587,327680
56,5,first,9,5,256,512,150,98304000,20775459,0.211338898,327680
56,1,first,9,4,256,512,150,78643200,21832750,0.277617772,262144
56,4,first,9,5,256,512,150,98304000,21775416,0.221510986,327680
56,8,first,9,5,256,512,150,98304000,22554542,0.229436666,327680
56,7,first,9,5,256,512,150,98304000,20426625,0.207790375,327680
56,9,first,10,5,256,512,150,98304000,20226125,0.205750783,327680
56,3,first,10,5,256,512,150,98304000,24198333,0.246158173,327680
56,4,first,10,5,256,512,150,98304000,21744000,0.221191406,327680
56,1,first,10,4,256,512,150,78643200,22029583,0.280120633,262144
56,11,first,10,5,256,512,150,98304000,22083375,0.224643707,327680
56,7,first,10,5,256,512,150,98304000,20647833,0.210040619,327680
56,5,first,10,5,256,512,150,98304000,20788833,0.211474945,327680
56,6,first,10,5,256,512,150,98304000,20416208,0.207684408,327680
56,2,first,10,4,256,512,150,78643200,20349416,0.258756205,262144
56,12,first,10,5,256,512,150,98304000,22568959,0.229583323,327680
56,10,first,10,5,256,512,150,98304000,21330333,0.216983368,327680
56,8,first,10,5,256,512,150,98304000,22553667,0.229427765,327680
56,3,first,11,5,256,512,150,98304000,24080792,0.244962484,327680
56,5,first,11,5,256,512,150,98304000,20531709,0.208859344,327680
56,4,first,11,5,256,512,150,98304000,21879083,0.222565542,327680
56,10,first,11,5,256,512,150,98304000,21090250,0.214541117,327680
56,2,first,11,4,256,512,150,78643200,20453750,0.260082881,262144
56,6,first,11,5,256,512,150,98304000,20268708,0.206183960,327680
56,7,first,11,5,256,512,150,98304000,20041958,0.203877340,327680
56,11,first,11,5,256,512,150,98304000,21759292,0.221346965,327680
56,1,first,11,4,256,512,150,78643200,21942500,0.279013316,262144
56,9,first,11,5,256,512,150,98304000,20357250,0.207084656,327680
56,8,first,11,5,256,512,150,98304000,22775500,0.231684367,327680
56,12,first,11,5,256,512,150,98304000,22816667,0.232103139,327680
56,7,first,12,5,256,512,150,98304000,21320125,0.216879527,327680
56,5,first,12,5,256,512,150,98304000,20782417,0.211409678,327680
56,9,first,12,5,256,512,150,98304000,20001750,0.203468323,327680
56,1,first,12,4,256,512,150,78643200,21936875,0.278941790,262144
56,6,first,12,5,256,512,150,98304000,20234167,0.205832591,327680
56,10,first,12,5,256,512,150,98304000,21319666,0.216874858,327680
56,3,first,12,5,256,512,150,98304000,24223125,0.246410370,327680
56,4,first,12,5,256,512,150,98304000,21824708,0.222012410,327680
56,12,first,12,5,256,512,150,98304000,22350959,0.227365712,327680
56,11,first,12,5,256,512,150,98304000,21859417,0.222365489,327680
56,8,first,12,5,256,512,150,98304000,22508083,0.228964060,327680
56,2,first,12,4,256,512,150,78643200,20493958,0.260594152,262144
56,2,first,13,4,256,512,150,78643200,20343750,0.258684158,262144
56,1,first,13,4,256,512,150,78643200,21911584,0.278620199,262144
56,8,first,13,5,256,512,150,98304000,22425292,0.228121867,327680
56,3,first,13,5,256,512,150,98304000,24291584,0.247106771,327680
56,6,first,13,5,256,512,150,98304000,20334458,0.206852804,327680
56,9,first,13,5,256,512,150,98304000,20424125,0.207764943,327680
56,11,first,13,5,256,512,150,98304000,21805875,0.221820831,327680
56,5,first,13,5,256,512,150,98304000,20551958,0.209065328,327680
56,12,first,13,5,256,512,150,98304000,22722667,0.231146922,327680
56,7,first,13,5,256,512,150,98304000,20175333,0.205234100,327680
56,10,first,13,5,256,512,150,98304000,21623250,0.219963074,327680
56,4,first,13,5,256,512,150,98304000,21696833,0.220711599,327680
56,10,first,14,5,256,512,150,98304000,21525916,0.218972941,327680
56,2,first,14,4,256,512,150,78643200,20459500,0.260155996,262144
56,6,first,14,5,256,512,150,98304000,20327125,0.206778208,327680
56,11,first,14,5,256,512,150,98304000,21549334,0.219211161,327680
56,4,first,14,5,256,512,150,98304000,21784708,0.221605509,327680
56,8,first,14,5,256,512,150,98304000,22210875,0.225940704,327680
56,3,first,14,5,256,512,150,98304000,24332667,0.247524689,327680
56,1,first,14,4,256,512,150,78643200,21999417,0.279737053,262144
56,9,first,14,5,256,512,150,98304000,20087042,0.204335958,327680
56,12,first,14,5,256,512,150,98304000,22572041,0.229614675,327680
56,7,first,14,5,256,512,150,98304000,20278334,0.206281881,327680
56,5,first,14,5,256,512,150,98304000,20514500,0.208684285,327680
56,2,all,0,4,256,512,150,78643200,21316333,0.271051191,12584852
56,6,all,0,5,256,512,150,98304000,21403292,0.217725545,15731065
56,5,all,0,5,256,512,150,98304000,21618416,0.219913900,15731065
56,4,all,0,5,256,512,150,98304000,23010250,0.234072367,15731065
56,1,all,0,4,256,512,150,78643200,23363584,0.297083333,12584852
56,12,all,0,5,256,512,150,98304000,22890917,0.232858449,15731065
56,9,all,0,5,256,512,150,98304000,21668084,0.220419149,15731065
56,8,all,0,5,256,512,150,98304000,21940791,0.223193268,15731065
56,11,all,0,5,256,512,150,98304000,23022875,0.234200795,15731065
56,10,all,0,5,256,512,150,98304000,22539375,0.229282379,15731065
56,3,all,0,4,256,512,150,78643200,21099459,0.268293495,12584852
56,7,all,0,5,256,512,150,98304000,21404042,0.217733175,15731065
56,5,all,1,5,256,512,150,98304000,21755042,0.221303731,15731065
56,10,all,1,5,256,512,150,98304000,22361541,0.227473358,15731065
56,9,all,1,5,256,512,150,98304000,21818167,0.221945872,15731065
56,12,all,1,5,256,512,150,98304000,23354250,0.237571716,15731065
56,6,all,1,5,256,512,150,98304000,21646833,0.220202972,15731065
56,2,all,1,4,256,512,150,78643200,21363333,0.271648827,12584852
56,7,all,1,5,256,512,150,98304000,21591584,0.219640951,15731065
56,3,all,1,4,256,512,150,78643200,21008250,0.267133713,12584852
56,1,all,1,4,256,512,150,78643200,23494167,0.298743782,12584852
56,8,all,1,5,256,512,150,98304000,21266667,0.216335724,15731065
56,11,all,1,5,256,512,150,98304000,22777666,0.231706401,15731065
56,4,all,1,5,256,512,150,98304000,22973083,0.233694285,15731065
56,12,all,2,5,256,512,150,98304000,23283833,0.236855398,15731065
56,9,all,2,5,256,512,150,98304000,21769459,0.221450389,15731065
56,7,all,2,5,256,512,150,98304000,21444209,0.218141774,15731065
56,1,all,2,4,256,512,150,78643200,23545875,0.299401283,12584852
56,10,all,2,5,256,512,150,98304000,22076708,0.224575887,15731065
56,6,all,2,5,256,512,150,98304000,21314250,0.216819763,15731065
56,5,all,2,5,256,512,150,98304000,21746417,0.221215993,15731065
56,4,all,2,5,256,512,150,98304000,23133625,0.235327403,15731065
56,11,all,2,5,256,512,150,98304000,23044458,0.234420349,15731065
56,8,all,2,5,256,512,150,98304000,21413667,0.217831085,15731065
56,3,all,2,4,256,512,150,78643200,20834500,0.264924367,12584852
56,2,all,2,4,256,512,150,78643200,21392917,0.272025007,12584852
56,6,all,3,5,256,512,150,98304000,21334209,0.217022797,15731065
56,9,all,3,5,256,512,150,98304000,21314167,0.216818919,15731065
56,1,all,3,4,256,512,150,78643200,23919958,0.304157995,12584852
56,8,all,3,5,256,512,150,98304000,22634625,0.230251312,15731065
56,11,all,3,5,256,512,150,98304000,23092750,0.234911601,15731065
56,3,all,3,4,256,512,150,78643200,20934708,0.266198578,12584852
56,2,all,3,4,256,512,150,78643200,22329541,0.283934797,12584852
56,4,all,3,5,256,512,150,98304000,23983209,0.243969818,15731065
56,12,all,3,5,256,512,150,98304000,24165625,0.245825450,15731065
56,10,all,3,5,256,512,150,98304000,23229791,0.236305654,15731065
56,5,all,3,5,256,512,150,98304000,22428334,0.228152812,15731065
56,7,all,3,5,256,512,150,98304000,22281583,0.226659983,15731065
56,11,all,4,5,256,512,150,98304000,24067125,0.244823456,15731065
56,8,all,4,5,256,512,150,98304000,22807208,0.232006917,15731065
56,5,all,4,5,256,512,150,98304000,22835542,0.232295146,15731065
56,3,all,4,4,256,512,150,78643200,22230917,0.282680728,12584852
56,2,all,4,4,256,512,150,78643200,22614375,0.287556648,12584852
56,1,all,4,4,256,512,150,78643200,24382500,0.310039520,12584852
56,7,all,4,5,256,512,150,98304000,22941083,0.233368764,15731065
56,4,all,4,5,256,512,150,98304000,24560250,0.249839783,15731065
56,9,all,4,5,256,512,150,98304000,23131709,0.235307912,15731065
56,12,all,4,5,256,512,150,98304000,23807417,0.242181569,15731065
56,6,all,4,5,256,512,150,98304000,21996208,0.223756999,15731065
56,10,all,4,5,256,512,150,98304000,22367917,0.227538218,15731065
56,9,all,5,5,256,512,150,98304000,21655083,0.220286896,15731065
56,7,all,5,5,256,512,150,98304000,21701625,0.220760345,15731065
56,12,all,5,5,256,512,150,98304000,23123333,0.235222707,15731065
56,3,all,5,4,256,512,150,78643200,21169083,0.269178810,12584852
56,6,all,5,5,256,512,150,98304000,21277083,0.216441681,15731065
56,10,all,5,5,256,512,150,98304000,22181375,0.225640615,15731065
56,5,all,5,5,256,512,150,98304000,21808416,0.221846680,15731065
56,2,all,5,4,256,512,150,78643200,21351417,0.271497307,12584852
56,4,all,5,5,256,512,150,98304000,23162250,0.235618591,15731065
56,1,all,5,4,256,512,150,78643200,23551125,0.299468040,12584852
56,8,all,5,5,256,512,150,98304000,21816167,0.221925527,15731065
56,11,all,5,5,256,512,150,98304000,23198042,0.235982686,15731065
56,8,all,6,5,256,512,150,98304000,21693542,0.220678121,15731065
56,6,all,6,5,256,512,150,98304000,21237167,0.216035634,15731065
56,5,all,6,5,256,512,150,98304000,21961541,0.223404348,15731065
56,1,all,6,4,256,512,150,78643200,23265375,0.295834541,12584852
56,4,all,6,5,256,512,150,98304000,23226292,0.236270060,15731065
56,7,all,6,5,256,512,150,98304000,21735792,0.221107910,15731065
56,9,all,6,5,256,512,150,98304000,21530583,0.219020416,15731065
56,11,all,6,5,256,512,150,98304000,22493625,0.228816986,15731065
56,10,all,6,5,256,512,150,98304000,21968041,0.223470469,15731065
56,12,all,6,5,256,512,150,98304000,22915625,0.233109792,15731065
56,3,all,6,4,256,512,150,78643200,21021666,0.267304306,12584852
56,2,all,6,4,256,512,150,78643200,21504250,0.273440679,12584852
56,1,all,7,4,256,512,150,78643200,23265250,0.295832952,12584852
56,12,all,7,5,256,512,150,98304000,23011416,0.234084229,15731065
56,4,all,7,5,256,512,150,98304000,23166750,0.235664368,15731065
56,7,all,7,5,256,512,150,98304000,21676417,0.220503916,15731065
56,2,all,7,4,256,512,150,78643200,21279958,0.270588659,12584852
56,10,all,7,5,256,512,150,98304000,22843000,0.232371012,15731065
56,11,all,7,5,256,512,150,98304000,23110584,0.235093018,15731065
56,3,all,7,4,256,512,150,78643200,20868709,0.265359357,12584852
56,9,all,7,5,256,512,150,98304000,21984666,0.223639587,15731065
56,5,all,7,5,256,512,150,98304000,21640417,0.220137705,15731065
56,8,all,7,5,256,512,150,98304000,21930541,0.223088999,15731065
56,6,all,7,5,256,512,150,98304000,21544000,0.219156901,15731065
56,7,all,8,5,256,512,150,98304000,21402958,0.217722148,15731065
56,12,all,8,5,256,512,150,98304000,23235834,0.236367126,15731065
56,6,all,8,5,256,512,150,98304000,21281959,0.216491282,15731065
56,11,all,8,5,256,512,150,98304000,22786333,0.231794566,15731065
56,2,all,8,4,256,512,150,78643200,21486542,0.273215510,12584852
56,5,all,8,5,256,512,150,98304000,21657916,0.220315715,15731065
56,8,all,8,5,256,512,150,98304000,21372833,0.217415700,15731065
56,4,all,8,5,256,512,150,98304000,23008334,0.234052877,15731065
56,9,all,8,5,256,512,150,98304000,21834000,0.222106934,15731065
56,3,all,8,4,256,512,150,78643200,20787792,0.264330444,12584852
56,1,all,8,4,256,512,150,78643200,23334209,0.296709811,12584852
56,10,all,8,5,256,512,150,98304000,22538375,0.229272207,15731065
56,6,all,9,5,256,512,150,98304000,21179500,0.215449015,15731065
56,9,all,9,5,256,512,150,98304000,21495000,0.218658447,15731065
56,3,all,9,4,256,512,150,78643200,20917541,0.265980288,12584852
56,12,all,9,5,256,512,150,98304000,23349792,0.237526367,15731065
56,5,all,9,5,256,512,150,98304000,21720833,0.220955739,15731065
56,10,all,9,5,256,512,150,98304000,22562042,0.229512960,15731065
56,4,all,9,5,256,512,150,98304000,23199459,0.235997101,15731065
56,1,all,9,4,256,512,150,78643200,23265708,0.295838776,12584852
56,8,all,9,5,256,512,150,98304000,21609084,0.219818970,15731065
56,7,all,9,5,256,512,150,98304000,22120500,0.225021362,15731065
56,2,all,9,4,256,512,150,78643200,22289959,0.283431485,12584852
56,11,all,9,5,256,512,150,98304000,23710542,0.241196106,15731065
56,4,all,10,5,256,512,150,98304000,23422292,0.238263875,15731065
56,11,all,10,5,256,512,150,98304000,23014167,0.234112213,15731065
56,7,all,10,5,256,512,150,98304000,21635833,0.220091075,15731065
56,1,all,10,4,256,512,150,78643200,23928375,0.304265022,12584852
56,9,all,10,5,256,512,150,98304000,22302041,0.226868093,15731065
56,5,all,10,5,256,512,150,98304000,21678334,0.220523417,15731065
56,3,all,10,4,256,512,150,78643200,20727000,0.263557434,12584852
56,10,all,10,5,256,512,150,98304000,22362625,0.227484385,15731065
56,12,all,10,5,256,512,150,98304000,23339958,0.237426331,15731065
56,6,all,10,5,256,512,150,98304000,21707542,0.220820536,15731065
56,2,all,10,4,256,512,150,78643200,21358583,0.271588427,12584852
56,8,all,10,5,256,512,150,98304000,21329292,0.216972778,15731065
56,1,all,11,4,256,512,150,78643200,23503708,0.298865102,12584852
56,5,all,11,5,256,512,150,98304000,21729291,0.221041779,15731065
56,2,all,11,4,256,512,150,78643200,21314791,0.271031583,12584852
56,12,all,11,5,256,512,150,98304000,23637417,0.240452240,15731065
56,11,all,11,5,256,512,150,98304000,23860625,0.242722829,15731065
56,3,all,11,4,256,512,150,78643200,21896458,0.278427862,12584852
56,7,all,11,5,256,512,150,98304000,22151583,0.225337555,15731065
56,9,all,11,5,256,512,150,98304000,21676916,0.220508993,15731065
56,10,all,11,5,256,512,150,98304000,22494834,0.228829285,15731065
56,8,all,11,5,256,512,150,98304000,21889708,0.222673625,15731065
56,6,all,11,5,256,512,150,98304000,21360334,0.217288554,15731065
56,4,all,11,5,256,512,150,98304000,23194750,0.235949198,15731065
56,8,all,12,5,256,512,150,98304000,21475000,0.218454997,15731065
56,5,all,12,5,256,512,150,98304000,21646875,0.220203400,15731065
56,12,all,12,5,256,512,150,98304000,23912291,0.243248403,15731065
56,11,all,12,5,256,512,150,98304000,23359167,0.237621735,15731065
56,4,all,12,5,256,512,150,98304000,23246833,0.236479014,15731065
56,9,all,12,5,256,512,150,98304000,22449542,0.228368551,15731065
56,1,all,12,4,256,512,150,78643200,136935542,1.741225459,12584852
56,10,all,12,5,256,512,150,98304000,25308208,0.257448405,15731065
56,3,all,12,4,256,512,150,78643200,25344083,0.322266680,12584852
56,6,all,12,5,256,512,150,98304000,22672542,0.230637024,15731065
56,7,all,12,5,256,512,150,98304000,23688458,0.240971456,15731065
56,2,all,12,4,256,512,150,78643200,22469083,0.285709165,12584852
56,12,all,13,5,256,512,150,98304000,25014875,0.254464467,15731065
56,3,all,13,4,256,512,150,78643200,44883291,0.570720558,12584852
56,7,all,13,5,256,512,150,98304000,28586667,0.290798615,15731065
56,4,all,13,5,256,512,150,98304000,25890417,0.263370941,15731065
56,8,all,13,5,256,512,150,98304000,24922084,0.253520549,15731065
56,2,all,13,4,256,512,150,78643200,22506292,0.286182302,12584852
56,5,all,13,5,256,512,150,98304000,22650833,0.230416189,15731065
56,1,all,13,4,256,512,150,78643200,26299833,0.334419670,12584852
56,6,all,13,5,256,512,150,98304000,24121042,0.245371928,15731065
56,10,all,13,5,256,512,150,98304000,23107166,0.235058248,15731065
56,11,all,13,5,256,512,150,98304000,23411667,0.238155792,15731065
56,9,all,13,5,256,512,150,98304000,22260084,0.226441284,15731065
56,8,all,14,5,256,512,150,98304000,21964208,0.223431478,15731065
56,6,all,14,5,256,512,150,98304000,21462750,0.218330383,15731065
56,12,all,14,5,256,512,150,98304000,23087958,0.234862854,15731065
56,11,all,14,5,256,512,150,98304000,22873208,0.232678304,15731065
56,4,all,14,5,256,512,150,98304000,22995167,0.233918935,15731065
56,7,all,14,5,256,512,150,98304000,21937625,0.223161062,15731065
56,9,all,14,5,256,512,150,98304000,21794250,0.221702576,15731065
56,1,all,14,4,256,512,150,78643200,23434916,0.297990367,12584852
56,5,all,14,5,256,512,150,98304000,21789334,0.221652568,15731065
56,3,all,14,4,256,512,150,78643200,20995250,0.266968409,12584852
56,2,all,14,4,256,512,150,78643200,22262875,0.283087095,12584852
56,10,all,14,5,256,512,150,98304000,22372042,0.227580180,15731065
57,4,first,0,5,256,512,150,98304000,21805042,0.221812358,327680
57,6,first,0,5,256,512,150,98304000,20533334,0.208875875,327680
