k,q,mode,runs,median_ns_per_base,mean_ns_per_base,stddev_ns_per_base,min_ns_per_base,max_ns_per_base,slower_than_best_pct
37,9,first,15,0.181775623,0.181878384,0.001477068,0.179964701,0.185532744,3.2479
37,10,all,15,0.218415578,0.218050950,0.003555977,0.211245219,0.225355784,12.5682
37,10,first,15,0.196167628,0.196579710,0.002152918,0.193535487,0.199926164,11.4225
37,11,all,15,0.224177897,0.225941128,0.005693182,0.219902883,0.236657033,15.5380
37,11,first,15,0.200117959,0.200005425,0.001693787,0.197924508,0.203509505,13.6663
37,12,all,15,0.231247793,0.232310541,0.005621112,0.225177338,0.244828969,19.1817
37,12,first,15,0.208686829,0.209103903,0.002405147,0.205635488,0.213219961,18.5334
38,1,all,15,0.334705082,0.337448734,0.005666237,0.333461049,0.349103444,69.8616
38,1,first,15,0.293955269,0.295126670,0.004915239,0.291385117,0.311649640,64.3657
38,2,all,15,0.316383938,0.317494806,0.002016078,0.315262824,0.321078830,60.5637
38,2,first,15,0.284008458,0.286835566,0.011030731,0.281913554,0.326168798,58.8039
38,3,all,15,0.286650658,0.287847237,0.003374345,0.284134547,0.296241964,45.4742
38,3,first,15,0.265500285,0.266300131,0.002425060,0.264052811,0.273760681,48.4551
38,4,all,15,0.220311483,0.220252624,0.001686024,0.216952006,0.223642985,11.8073
38,4,first,15,0.202793966,0.204077968,0.002984647,0.201657613,0.210639954,13.3927
38,5,all,15,0.199401644,0.199442405,0.001317745,0.196693208,0.201266954,1.1956
38,5,first,15,0.182702459,0.182466132,0.003211251,0.178222656,0.188198802,2.1585
38,6,all,15,0.197045720,0.196857241,0.001017086,0.194407213,0.198120897,0.0000
38,6,first,15,0.178842189,0.179616174,0.002572986,0.178069712,0.187891498,0.0000
38,7,all,15,0.201291690,0.201099514,0.001064665,0.198887719,0.202593274,2.1548
38,7,first,15,0.179885585,0.180725122,0.002429334,0.178322610,0.187689107,0.5834
38,8,all,15,0.200834066,0.201402593,0.003182631,0.197505951,0.209840993,1.9226
38,8,first,15,0.186598740,0.186729974,0.001907019,0.184308870,0.191169315,4.3371
38,9,all,15,0.207650930,0.208873466,0.003654728,0.204909424,0.215251506,5.3821
38,9,first,15,0.185404536,0.185682132,0.001788169,0.183593962,0.189330131,3.6694
38,10,all,15,0.210262726,0.209469320,0.003289694,0.204436412,0.214707265,6.7076
38,10,first,15,0.192637973,0.192522048,0.002035427,0.189018962,0.195953929,7.7139
38,11,all,15,0.222387950,0.221733940,0.002170451,0.218202799,0.225204885,12.8611
38,11,first,15,0.200884077,0.200728076,0.002009961,0.197684682,0.204629542,12.3248
38,12,all,15,0.228572845,0.228122315,0.002715389,0.223718852,0.233325958,15.9999
38,12,first,15,0.213677724,0.214563976,0.003017430,0.211237590,0.221665273,19.4784
39,1,all,15,0.325501760,0.335130291,0.016233600,0.323585934,0.385939992,65.0017
39,1,first,15,0.293200811,0.309900423,0.044380935,0.282373950,0.428125598,57.8431
39,2,all,15,0.289623998,0.290620027,0.004965867,0.285999514,0.306271973,46.8147
39,2,first,15,0.268573227,0.301713024,0.077837575,0.254484278,0.461832682,44.5850
39,3,all,15,0.293132464,0.293896500,0.005742962,0.288020248,0.311784223,48.5932
39,3,first,15,0.278311310,0.294628565,0.046152066,0.262787069,0.434379578,49.8274
39,4,all,15,0.220542480,0.221203303,0.003229368,0.218043854,0.229846100,11.7963
39,4,first,15,0.221753855,0.233559585,0.040466824,0.205966522,0.375370870,19.3800
39,5,all,15,0.201465463,0.202698082,0.006657017,0.197751083,0.224197532,2.1258
39,5,first,15,0.197265769,0.209567081,0.037482130,0.184603093,0.327454673,6.1970
39,6,all,15,0.197271771,0.197277281,0.002474607,0.193224657,0.203418028,0.0000
39,6,first,15,0.185754564,0.201764542,0.035228986,0.178574804,0.295516120,0.0000
39,7,all,15,0.203874020,0.205244606,0.006480820,0.200977681,0.227874824,3.3468
39,7,first,15,0.187715607,0.200878637,0.034379636,0.179077428,0.296358176,1.0557
39,8,all,15,0.203639130,0.206819296,0.007413181,0.200973094,0.228805969,3.2277
39,8,first,15,0.193318261,0.194416610,0.007220578,0.185055550,0.205248371,4.0719
39,9,all,15,0.210975220,0.212727411,0.007350942,0.204661469,0.233359863,6.9465
39,9,first,15,0.190757819,0.197482733,0.017924891,0.186109543,0.257541868,2.6935
39,10,all,15,0.215367208,0.214236365,0.004196094,0.206359436,0.220730672,9.1728
39,10,first,15,0.198056963,0.215552296,0.036895052,0.192754186,0.320101844,6.6229
39,11,all,15,0.219941874,0.220576025,0.004701069,0.214266042,0.231778463,11.4918
39,11,first,15,0.202376048,0.210772102,0.029039916,0.193283649,0.286182827,8.9481
39,12,all,15,0.221918742,0.221906791,0.003716980,0.216600210,0.229338755,12.4939
39,12,first,15,0.205368886,0.216071714,0.038677114,0.201057434,0.354418009,10.5593
40,1,all,15,0.325871035,0.326394858,0.003371152,0.321594874,0.331078110,63.1874
40,1,first,15,0.288985570,0.289866095,0.002794655,0.286440849,0.296030045,56.7924
40,2,all,15,0.294529597,0.294133928,0.002582896,0.289848646,0.298311971,47.4925
40,2,first,15,0.261101723,0.260963581,0.002881165,0.256511892,0.266726812,41.6637
40,3,all,15,0.274003347,0.274200049,0.002552915,0.270474218,0.279594523,37.2135
40,3,first,15,0.244624674,0.245848592,0.002953994,0.242902120,0.252230754,32.7239
40,4,all,15,0.221419017,0.220644095,0.002383650,0.216518829,0.224112610,10.8807
40,4,first,15,0.208189219,0.208999295,0.002606737,0.206010183,0.215887288,12.9554
40,5,all,15,0.203154526,0.203307210,0.001911630,0.199955834,0.205900057,1.7343
40,5,first,15,0.190025618,0.190473910,0.002821156,0.187686988,0.196954227,3.1005
40,6,all,15,0.199691281,0.199411817,0.001922922,0.195300496,0.201959262,0.0000
40,6,first,15,0.185598797,0.185824288,0.002377577,0.182138723,0.191544427,0.6987
40,7,all,15,0.205944478,0.206470968,0.002449968,0.203344981,0.213936279,3.1314
40,7,first,15,0.184310981,0.184908596,0.002612383,0.180978775,0.191063004,0.0000
40,8,all,15,0.206481506,0.205950646,0.002484213,0.201541056,0.212043762,3.4004
40,8,first,15,0.191547250,0.191536986,0.002775931,0.187068159,0.196596434,3.9261
40,9,all,15,0.212727010,0.214057554,0.004280327,0.209170868,0.224015127,6.5279
40,9,first,15,0.191722090,0.191733207,0.002108835,0.186904619,0.196216015,4.0210
40,10,all,15,0.218535950,0.217410784,0.003675544,0.210865865,0.222894450,9.4369
40,10,first,15,0.198286904,0.198650194,0.002159303,0.195498640,0.203409543,7.5828
40,11,all,15,0.224190613,0.223286184,0.003189907,0.217343648,0.227407664,12.2686
40,11,first,15,0.199400584,0.199224825,0.002136345,0.195703150,0.203473833,8.1870
40,12,all,15,0.224149485,0.223877262,0.002707048,0.219697316,0.228471547,12.2480
40,12,first,15,0.208310872,0.208256815,0.002404422,0.202123851,0.211096029,13.0214
41,1,all,15,0.325884819,0.330849046,0.008454943,0.322850011,0.347252413,64.3595
41,1,first,15,0.290993055,0.292775258,0.006901436,0.286355540,0.310839539,58.6413
41,2,all,15,0.289784533,0.292033763,0.005000278,0.288001175,0.304180781,46.1524
41,2,first,15,0.260547002,0.264119715,0.013421897,0.257330996,0.311177572,42.0430
41,3,all,15,0.273835932,0.275584751,0.005086048,0.270862579,0.289773941,38.1087
41,3,first,15,0.245604614,0.248004602,0.009162608,0.242674510,0.280670593,33.8968
41,4,all,15,0.219888051,0.221356541,0.003110655,0.218494415,0.227048665,10.9002
41,4,first,15,0.199821260,0.200795398,0.002391792,0.198612925,0.207379311,8.9370
41,5,all,15,0.198275604,0.199248161,0.002526521,0.196490114,0.205244132,0.0000
41,5,first,15,0.183428311,0.184316023,0.002251796,0.181756549,0.189231940,0.0000
41,6,all,15,0.198396047,0.198574654,0.001976263,0.196484460,0.204047801,0.0607
41,6,first,15,0.184416953,0.184958071,0.002290020,0.182898839,0.191533830,0.5390
41,7,all,15,0.204228302,0.204696627,0.001804098,0.202960968,0.210293660,3.0022
41,7,first,15,0.187769648,0.188252131,0.001660472,0.186038903,0.191447644,2.3668
41,8,all,15,0.204851359,0.205754513,0.003058058,0.202162425,0.211643219,3.3165
41,8,first,15,0.194690848,0.194941389,0.002697710,0.190935838,0.203159824,6.1400
41,9,all,15,0.212265442,0.213191958,0.004857836,0.208532969,0.227626383,7.0558
41,9,first,15,0.191605182,0.191475834,0.001627505,0.189820048,0.196147495,4.4578
41,10,all,15,0.216560364,0.217389651,0.003884833,0.212204834,0.227008820,9.2219
41,10,first,15,0.198434906,0.198626177,0.002821764,0.194451014,0.203286277,8.1812
41,11,all,15,0.223399272,0.223776500,0.002884006,0.219098826,0.230316162,12.6711
41,11,first,15,0.200081584,0.200279920,0.001619796,0.198348007,0.203099433,9.0789
41,12,all,15,0.224787821,0.224614292,0.002100049,0.220611145,0.228393127,13.3714
41,12,first,15,0.207310150,0.207124895,0.002046985,0.203839193,0.211421539,13.0197
42,1,all,15,0.327211482,0.332634749,0.015684915,0.321088371,0.382819697,66.5381
42,1,first,15,0.291820107,0.292439601,0.002694283,0.289574725,0.297565460,60.7235
42,2,all,15,0.291348038,0.302220063,0.041275512,0.289287033,0.451329015,48.2850
42,2,first,15,0.262345746,0.262278946,0.002322085,0.259081523,0.268766085,44.4902
42,3,all,15,0.275321007,0.277309524,0.006919303,0.273579496,0.302068392,40.1278
42,3,first,15,0.249072611,0.250324900,0.003933697,0.246922811,0.262997945,37.1798
42,4,all,15,0.222437541,0.223094487,0.003373924,0.220614543,0.234892527,13.2122
42,4,first,15,0.214384715,0.214755673,0.001840369,0.212686330,0.219821513,18.0750
42,5,all,15,0.203035136,0.203327378,0.002085279,0.199940572,0.209131032,3.3371
42,5,first,15,0.186919106,0.188042275,0.003080087,0.185157988,0.195263757,2.9480
42,6,all,15,0.196478458,0.196130211,0.001812126,0.194263111,0.201475355,0.0000
42,6,first,15,0.181566518,0.182108914,0.002242292,0.179149840,0.186642897,0.0000
42,7,all,15,0.204589844,0.204690637,0.000984363,0.203179677,0.206549327,4.1284
42,7,first,15,0.202211804,0.202587435,0.001506286,0.200539695,0.205684942,11.3706
42,8,all,15,0.206264572,0.207822918,0.003495579,0.203209635,0.213356366,4.9808
42,8,first,15,0.205630544,0.206504539,0.005458348,0.202164824,0.225156148,13.2536
42,9,all,15,0.213275055,0.214245012,0.003612358,0.210823059,0.223403514,8.5488
42,9,first,15,0.192688836,0.194548832,0.006977554,0.189853948,0.218030785,6.1258
42,10,all,15,0.219134867,0.218736352,0.004646394,0.212318837,0.229203969,11.5312
42,10,first,15,0.201823976,0.204906346,0.010237645,0.198793064,0.230075692,11.1570
42,11,all,15,0.224544098,0.224953913,0.004017813,0.221474965,0.238018890,14.2843
42,11,first,15,0.202983576,0.203148337,0.003008894,0.199724833,0.211549691,11.7957
42,12,all,15,0.227226257,0.227807985,0.002585125,0.222003092,0.232339650,15.6495
42,12,first,15,0.209543864,0.209681730,0.001769782,0.206954956,0.213703573,15.4089
43,1,all,15,0.329860416,0.331949682,0.007486251,0.323697544,0.347705417,64.5231
43,1,first,15,0.292885577,0.293956865,0.004771039,0.289119619,0.305785599,55.6928
43,2,all,15,0.291089478,0.292251197,0.004112502,0.288121427,0.305171013,45.1855
43,2,first,15,0.262471835,0.264855490,0.005023304,0.259550412,0.273935521,39.5254
43,3,all,15,0.277087949,0.277489735,0.001904023,0.274795431,0.281417643,38.2020
43,3,first,15,0.249463816,0.250941608,0.003763748,0.247067769,0.259018361,32.6106
43,4,all,15,0.224566569,0.225488255,0.001923338,0.222858429,0.230544200,12.0062
43,4,first,15,0.207374990,0.208570607,0.005287979,0.203827749,0.224953542,10.2369
43,5,all,15,0.204284668,0.205814418,0.003536031,0.202297211,0.215851247,1.8902
43,5,first,15,0.191411972,0.193058839,0.004293848,0.188910166,0.204310243,1.7513
43,6,all,15,0.200494834,0.201150258,0.002867112,0.197351244,0.208784739,0.0000
43,6,first,15,0.189342143,0.190181708,0.008117661,0.182186059,0.213634703,0.6510
43,7,all,15,0.201432546,0.202092177,0.002391151,0.200091888,0.209989329,0.4677
43,7,first,15,0.188117557,0.188769448,0.003566867,0.184002982,0.196846508,0.0000
43,8,all,15,0.200574239,0.201092247,0.002516962,0.197611491,0.205197225,0.0396
43,8,first,15,0.191048516,0.191904798,0.003911735,0.186592738,0.200312932,1.5580
43,9,all,15,0.212671071,0.214714587,0.003753041,0.210007558,0.219341695,6.0731
43,9,first,15,0.195628984,0.197250297,0.005502156,0.193667942,0.215225576,3.9929
43,10,all,15,0.220534007,0.219818878,0.003054155,0.214274089,0.225098501,9.9949
43,10,first,15,0.204037984,0.205213673,0.005082865,0.199986776,0.220946421,8.4630
43,11,all,15,0.225245158,0.224689880,0.002176862,0.221088409,0.227954865,12.3446
43,11,first,15,0.204697927,0.204573030,0.001994322,0.201179932,0.209072113,8.8138
43,12,all,15,0.227482697,0.227619934,0.003226493,0.223691305,0.237399200,13.4606
43,12,first,15,0.211835225,0.215024879,0.012089337,0.208604177,0.258176595,12.6079
44,1,all,15,0.329701106,0.331824515,0.006601426,0.324488220,0.340782267,62.9182
44,1,first,15,0.293382009,0.294296937,0.002420524,0.290852661,0.297848384,57.0935
44,2,all,15,0.291859843,0.293306419,0.004326838,0.289678040,0.307953618,44.2194
44,2,first,15,0.265976588,0.266093645,0.002619955,0.263456764,0.272862651,42.4191
44,3,all,15,0.278340454,0.279066155,0.002926593,0.276730855,0.288487015,37.5389
44,3,first,15,0.251417694,0.251306854,0.001027162,0.249238014,0.253218015,34.6234
44,4,all,15,0.227367401,0.227718042,0.002276694,0.225043406,0.232740611,12.3511
44,4,first,15,0.207524618,0.208326973,0.002402466,0.206242452,0.215269297,11.1206
44,5,all,15,0.207010478,0.207957120,0.003087550,0.205080241,0.218270620,2.2920
44,5,first,15,0.193713506,0.193859077,0.002826380,0.190847541,0.202203327,3.7253
44,6,all,15,0.202372157,0.202310891,0.000959129,0.200664376,0.204190504,0.0000
44,6,first,15,0.186756270,0.187451163,0.002502272,0.185027652,0.194834951,0.0000
44,7,all,15,0.204183797,0.204386451,0.001017021,0.202621043,0.206420898,0.8952
44,7,first,15,0.190788549,0.191654229,0.003126020,0.189015774,0.201004876,2.1591
44,8,all,15,0.205204578,0.207334920,0.009761918,0.201936654,0.241588660,1.3996
44,8,first,15,0.203770532,0.204148635,0.001172639,0.201928177,0.206162135,9.1104
44,9,all,15,0.206723958,0.207457874,0.002237404,0.204907735,0.212750326,2.1504
44,9,first,15,0.190973638,0.191836557,0.003314390,0.188465474,0.199663374,2.2582
44,10,all,15,0.220387349,0.220315636,0.002990417,0.215080678,0.226976186,8.9020
44,10,first,15,0.204543355,0.204378104,0.002546613,0.200804604,0.210161557,9.5242
44,11,all,15,0.226179759,0.227972864,0.009611005,0.221453349,0.261643311,11.7643
44,11,first,15,0.203760356,0.204328352,0.001812653,0.202075531,0.208497793,9.1050
44,12,all,15,0.228152384,0.228078942,0.001992538,0.224073201,0.231007894,12.7390
44,12,first,15,0.211509288,0.211637513,0.001452839,0.209961365,0.215140452,13.2542
45,1,all,15,0.334943136,0.331805524,0.007635858,0.321279449,0.342812720,64.1228
45,1,first,15,0.293483734,0.293638689,0.001501085,0.291298230,0.296976840,55.6998
45,2,all,15,0.292161306,0.293579277,0.004218095,0.290094477,0.307773488,43.1596
45,2,first,15,0.275792020,0.275621980,0.001144796,0.273496831,0.277255376,46.3139
45,3,all,15,0.280488332,0.280665749,0.001951823,0.277663867,0.285804532,37.4398
45,3,first,15,0.254655202,0.254323437,0.001914464,0.252272705,0.259668986,35.1003
45,4,all,15,0.229459981,0.230248008,0.002272314,0.228076508,0.235677083,12.4358
45,4,first,15,0.208425730,0.208593212,0.001176957,0.207040578,0.210951914,10.5746
45,5,all,15,0.209526062,0.209658784,0.001519189,0.207495372,0.213236074,2.6682
45,5,first,15,0.193937793,0.194153208,0.002205861,0.191581870,0.198394631,2.8884
45,6,all,15,0.204080800,0.204135641,0.000918589,0.202915192,0.205611328,0.0000
45,6,first,15,0.188493373,0.188950692,0.002365373,0.187034607,0.196270413,0.0000
45,7,all,15,0.206543396,0.206657693,0.001811320,0.205081512,0.212513387,1.2067
45,7,first,15,0.206422170,0.206334940,0.001574658,0.204143097,0.209398478,9.5116
45,8,all,15,0.206113180,0.206951282,0.002520185,0.203955750,0.210901896,0.9959
45,8,first,15,0.194233432,0.194738459,0.001963155,0.191851374,0.200087229,3.0452
45,9,all,15,0.211688995,0.212828036,0.003055260,0.209008952,0.219440887,3.7280
45,9,first,15,0.192653520,0.193228052,0.001940073,0.190888511,0.197327932,2.2071
45,10,all,15,0.212984721,0.212612888,0.002742301,0.208129038,0.217321604,4.3629
45,10,first,15,0.197074331,0.197243678,0.002023025,0.194024684,0.201009827,4.5524
45,11,all,15,0.223448435,0.223826146,0.001964574,0.220882416,0.227270335,9.4902
45,11,first,15,0.206045787,0.206079214,0.001708808,0.203537415,0.209945679,9.3120
45,12,all,15,0.228386353,0.227502384,0.002277851,0.222120921,0.230346680,11.9098
45,12,first,15,0.227015177,0.227350475,0.001779274,0.224627594,0.231267721,20.4367
46,1,all,15,0.335290171,0.335826804,0.002566644,0.332161585,0.340796051,61.7779
46,1,first,15,0.293071531,0.293070122,0.001231369,0.291503805,0.296481972,54.0178
46,2,all,15,0.293624140,0.296041879,0.005823296,0.289426918,0.306354103,41.6740
46,2,first,15,0.268804232,0.268690499,0.001227944,0.266152496,0.270524559,41.2646
46,3,all,15,0.281264521,0.283445075,0.005279205,0.279868965,0.300469933,35.7105
46,3,first,15,0.256016515,0.256140285,0.001471626,0.254007975,0.260667267,34.5443
46,4,all,15,0.230233938,0.230472819,0.001515621,0.228560974,0.234736552,11.0882
46,4,first,15,0.232599467,0.232369940,0.000786603,0.230968475,0.233720144,22.2379
46,5,all,15,0.211714854,0.211627480,0.002265338,0.208966156,0.215761820,2.1527
46,5,first,15,0.195843379,0.195927514,0.001330248,0.194361649,0.198679318,2.9215
46,6,all,15,0.207253347,0.209748415,0.009339598,0.204536021,0.242677480,0.0000
46,6,first,15,0.190284170,0.190237775,0.000524555,0.189277505,0.191343808,0.0000
46,7,all,15,0.209075511,0.209468305,0.001827429,0.207377543,0.213008881,0.8792
46,7,first,15,0.192715675,0.193751512,0.002697898,0.191375944,0.202082884,1.2778
46,8,all,15,0.209428996,0.209872719,0.003152627,0.206085205,0.216309438,1.0498
46,8,first,15,0.197487233,0.197461682,0.001892187,0.194294900,0.200734312,3.7854
46,9,all,15,0.212569346,0.212970762,0.002655951,0.209649404,0.218008250,2.5650
46,9,first,15,0.194943746,0.195221678,0.001086968,0.193551737,0.197207133,2.4487
46,10,all,15,0.214848419,0.215417481,0.004391190,0.211151123,0.227820506,3.6646
46,10,first,15,0.199937117,0.200367893,0.001803053,0.197030173,0.203150643,5.0729
46,11,all,15,0.219343394,0.218619990,0.002628521,0.214708547,0.222947866,5.8335
46,11,first,15,0.215150197,0.214937677,0.001379476,0.212746094,0.218135406,13.0678
46,12,all,15,0.221816600,0.221538234,0.001684478,0.218424479,0.224263936,7.0268
46,12,first,15,0.222846130,0.223275050,0.001659819,0.220520020,0.226313273,17.1123
47,1,all,15,0.326199697,0.327280727,0.004653274,0.322750939,0.341683841,56.5163
47,1,first,15,0.297919909,0.308723062,0.019690549,0.296327807,0.351356405,53.4056
47,2,all,15,0.293223063,0.293089760,0.001448917,0.290400187,0.295684598,40.6935
47,2,first,15,0.270233154,0.275842278,0.015176784,0.266802572,0.316003698,39.1490
47,3,all,15,0.281817118,0.281481460,0.001354712,0.279095968,0.283375854,35.2208
47,3,first,15,0.256439311,0.262126957,0.014216608,0.255051715,0.302594503,32.0463
47,4,all,15,0.232098043,0.232192455,0.000486961,0.231431753,0.233083506,11.3647
47,4,first,15,0.236204366,0.243767718,0.017817744,0.234122803,0.297823171,21.6269
47,5,all,15,0.221727580,0.221634956,0.002079076,0.217263540,0.225872457,6.3888
47,5,first,15,0.199718823,0.199910835,0.002380675,0.197281308,0.205940670,2.8396
47,6,all,15,0.208412598,0.208486431,0.001058166,0.206809998,0.210316549,0.0000
47,6,first,15,0.194204119,0.197040088,0.008591647,0.193014492,0.226729007,0.0000
47,7,all,15,0.211435109,0.211505071,0.000930240,0.209871073,0.213159780,1.4503
47,7,first,15,0.197547277,0.200417860,0.008575986,0.194922553,0.221373944,1.7215
47,8,all,15,0.210619609,0.211410494,0.002213122,0.208185415,0.215807597,1.0590
47,8,first,15,0.199704700,0.202381557,0.009041560,0.197338876,0.233582738,2.8324
47,9,all,15,0.215477834,0.216414868,0.003018982,0.212407857,0.222074717,3.3900
47,9,first,15,0.201068107,0.204040976,0.009052234,0.196943987,0.230914222,3.5344
47,10,all,15,0.219203949,0.218752713,0.002008511,0.215205302,0.221250743,5.1779
47,10,first,15,0.204841187,0.206302161,0.005453492,0.201977620,0.224462718,5.4773
47,11,all,15,0.223283976,0.222933707,0.001881961,0.219932129,0.226544698,7.1355
47,11,first,15,0.224240194,0.230931175,0.017617420,0.222187042,0.280881246,15.4662
47,12,all,15,0.222184499,0.222314537,0.001287569,0.219947815,0.224865804,6.6080
47,12,first,15,0.226756195,0.230984920,0.012876844,0.223599752,0.270098796,16.7618
48,1,all,15,0.321594874,0.330190730,0.025548492,0.319619179,0.420568784,52.4362
48,1,first,15,0.295452538,0.295862128,0.001601849,0.293396848,0.298506419,50.8154
48,2,all,15,0.293542544,0.296460790,0.006241089,0.290795962,0.310007210,39.1394
48,2,first,15,0.269249814,0.269813928,0.001323292,0.268155734,0.273631414,37.4401
48,3,all,15,0.283347232,0.296893298,0.035172186,0.280683835,0.401683388,34.3068
48,3,first,15,0.258260307,0.267447683,0.036106649,0.255444323,0.397901535,31.8304
48,4,all,15,0.235388438,0.239050292,0.012362950,0.232667287,0.282820801,11.5743
48,4,first,15,0.217333476,0.232167223,0.038481207,0.215775380,0.361571838,10.9391
48,5,all,15,0.215673655,0.220356723,0.009032485,0.214397858,0.241216868,2.2295
48,5,first,15,0.201122701,0.202053607,0.002437584,0.199607005,0.208162944,2.6642
48,6,all,15,0.210970133,0.212719359,0.003926782,0.209050079,0.222515961,0.0000
48,6,first,15,0.195903422,0.206147464,0.034285278,0.194382494,0.329397693,0.0000
48,7,all,15,0.214257558,0.215367211,0.002463907,0.213052541,0.222355316,1.5582
48,7,first,15,0.198393580,0.207358042,0.027376615,0.195567517,0.303200972,1.2711
48,8,all,15,0.214520772,0.221826426,0.024123971,0.211779704,0.308147858,1.6830
48,8,first,15,0.201735323,0.202676232,0.003166741,0.199691272,0.211522844,2.9769
48,9,all,15,0.219180206,0.222433105,0.008819496,0.215529551,0.250843892,3.8916
48,9,first,15,0.201049381,0.205516109,0.017096119,0.197664541,0.266982888,2.6268
48,10,all,15,0.222180257,0.224427825,0.007981467,0.219124685,0.251462301,5.3136
48,10,first,15,0.207468241,0.210559901,0.012132008,0.203687032,0.253081004,5.9033
48,11,all,15,0.227041880,0.227746186,0.008455273,0.220523834,0.256248057,7.6180
48,11,first,15,0.207913717,0.208248223,0.001433484,0.206512024,0.211503347,6.1307
48,12,all,15,0.227745056,0.232766921,0.021544653,0.224288940,0.310353170,7.9513
48,12,first,15,0.222313344,0.222547093,0.007462555,0.208669454,0.242594828,13.4811
49,1,all,15,0.329170227,0.329155355,0.003102991,0.322044156,0.333876076,56.0135
49,1,first,15,0.299677315,0.301675690,0.011928909,0.292527415,0.342255173,50.8465
49,2,all,15,0.289944013,0.291859027,0.003749994,0.288010699,0.299989916,37.4218
49,2,first,15,0.270564830,0.271740279,0.004311958,0.266252632,0.280557734,36.1923
49,3,all,15,0.282725220,0.287260267,0.015497268,0.278938611,0.341557388,34.0004
49,3,first,15,0.262102559,0.261558567,0.003150004,0.256314278,0.265587692,31.9327
49,4,all,15,0.234025736,0.234307947,0.001406873,0.231372833,0.236753255,10.9188
49,4,first,15,0.217391551,0.222241240,0.013571190,0.214676331,0.269303212,9.4269
49,5,all,15,0.217283885,0.217132655,0.002800095,0.212507029,0.222751617,2.9838
49,5,first,15,0.204908583,0.206909320,0.004748116,0.201724014,0.216389050,3.1434
49,6,all,15,0.210988363,0.212382026,0.006249606,0.208937754,0.234516988,0.0000
49,6,first,15,0.198663788,0.200081673,0.005017452,0.196495056,0.215983921,0.0000
49,7,all,15,0.214205424,0.214878790,0.002406636,0.212200592,0.221157501,1.5248
49,7,first,15,0.225351125,0.226667362,0.003944347,0.220829854,0.235697428,13.4334
49,8,all,15,0.212625285,0.215265683,0.005802444,0.211227417,0.232649485,0.7758
49,8,first,15,0.222307841,0.222027332,0.003793367,0.215400269,0.228208750,11.9015
49,9,all,15,0.218361755,0.218606765,0.003160574,0.215243022,0.227606455,3.4947
49,9,first,15,0.205226898,0.205781244,0.004098247,0.201066762,0.217549642,3.3036
49,10,all,15,0.221239309,0.221433033,0.002833677,0.217041870,0.229117076,4.8585
49,10,first,15,0.210123271,0.210442776,0.003228355,0.204989543,0.216778229,5.7683
49,11,all,15,0.224669556,0.224617512,0.002971131,0.220992198,0.229927480,6.4843
49,11,first,15,0.212505341,0.212484177,0.003208205,0.207191884,0.218374471,6.9673
49,12,all,15,0.228272756,0.228052605,0.002273512,0.223834564,0.231227030,8.1921
49,12,first,15,0.234792074,0.235943631,0.005579921,0.220537821,0.243586650,18.1856
50,1,all,15,0.318465767,0.321376907,0.007569674,0.315745672,0.338069598,49.8705
50,1,first,15,0.298466148,0.297657154,0.001931130,0.294176737,0.300077858,50.9726
50,2,all,15,0.288754578,0.289514861,0.004062547,0.285360552,0.302124557,35.8884
50,2,first,15,0.283358892,0.284066483,0.002667471,0.281183446,0.291984342,43.3309
50,3,all,15,0.279958522,0.280908302,0.004099437,0.277646917,0.295065765,31.7490
50,3,first,15,0.259252650,0.259205395,0.002000265,0.255859693,0.262638728,31.1373
50,4,all,15,0.234336426,0.234026929,0.001612686,0.231088847,0.236766815,10.2791
50,4,first,15,0.216663361,0.217062887,0.001427762,0.215227346,0.219848633,9.5944
50,5,all,15,0.221931458,0.221801023,0.001275725,0.219210307,0.223869324,4.4413
50,5,first,15,0.202504476,0.203629077,0.003857222,0.200169037,0.211911519,2.4325
50,6,all,15,0.212493896,0.212889354,0.001849376,0.210374613,0.216394216,0.0000
50,6,first,15,0.197695626,0.197931523,0.001359243,0.196401808,0.200445387,0.0000
50,7,all,15,0.215623647,0.215559191,0.001359066,0.212795258,0.217671712,1.4729
50,7,first,15,0.202280680,0.201886213,0.002993407,0.198182712,0.207960697,2.3192
50,8,all,15,0.216646413,0.217181481,0.002870215,0.212793142,0.222020467,1.9542
50,8,first,15,0.204076767,0.204542514,0.002006203,0.201979040,0.208652284,3.2278
50,9,all,15,0.222068787,0.222134313,0.003293254,0.216425151,0.226275126,4.5060
50,9,first,15,0.205900760,0.206204921,0.002987279,0.202055689,0.211929389,4.1504
50,10,all,15,0.222452372,0.222701234,0.002190769,0.218906820,0.226388295,4.6865
50,10,first,15,0.211326172,0.210656963,0.002794988,0.205331594,0.215305745,6.8947
50,11,all,15,0.228060404,0.227063582,0.002812784,0.221931885,0.231234650,7.3256
50,11,first,15,0.212015788,0.211640929,0.003256989,0.207237671,0.216774414,7.2435
50,12,all,15,0.230149160,0.230044301,0.002217766,0.226020813,0.233602305,8.3086
50,12,first,15,0.217284302,0.217439977,0.002270726,0.214355896,0.221420288,9.9085
51,1,all,15,0.303867137,0.303777235,0.002763464,0.301024653,0.311906598,41.9755
51,1,first,15,0.270620982,0.271117884,0.003723371,0.266705615,0.281882820,34.0137
51,2,all,15,0.266990128,0.268169651,0.003130387,0.264967817,0.276147525,24.7455
51,2,first,15,0.247333527,0.249184702,0.005292098,0.245140503,0.265293976,22.4816
51,3,all,15,0.281025035,0.282466571,0.005557540,0.277714729,0.298494759,31.3030
