k,q,mode,runs,median_ns_per_base,mean_ns_per_base,stddev_ns_per_base,min_ns_per_base,max_ns_per_base,slower_than_best_pct
4,1,all,15,1.600784709,1.594176955,0.016393751,1.561506042,1.607070465,120.8485
4,1,first,15,1.242745717,1.244607429,0.006530821,1.237803599,1.263393809,125.9943
4,2,all,15,0.892201538,0.890256244,0.010754629,0.863987605,0.904529368,23.0905
4,2,first,15,0.688525314,0.689930386,0.004490708,0.682156881,0.701440175,25.2089
4,3,all,15,0.724833806,0.724048330,0.005367863,0.709740321,0.728480021,0.0000
4,3,first,15,0.549901326,0.550140735,0.002348750,0.546569824,0.554259618,0.0000
4,4,all,15,1.195468903,1.192620741,0.009595212,1.167725474,1.201343536,64.9301
4,4,first,15,0.914622421,0.915196528,0.003667830,0.911681925,0.925890605,66.3248
5,1,all,15,1.344454041,1.347387661,0.009607344,1.333518575,1.362968038,127.6862
5,1,first,15,1.064050446,1.058361332,0.009702059,1.045044810,1.071520894,134.9365
5,2,all,15,0.845802104,0.852951757,0.013282994,0.841205393,0.884138743,43.2384
5,2,first,15,0.670154368,0.666841080,0.007363639,0.656611125,0.675347646,47.9664
5,3,all,15,0.590485458,0.589545215,0.006862997,0.580013072,0.604443029,0.0000
5,3,first,15,0.452909834,0.452409438,0.004509173,0.446357727,0.458043416,0.0000
5,4,all,15,0.684416021,0.686024702,0.010029682,0.674505234,0.711374283,15.9073
5,4,first,15,0.525077184,0.523097360,0.005090601,0.514797618,0.530745188,15.9342
5,5,all,15,1.396456807,1.406506147,0.024802052,1.384603678,1.486019592,136.4930
5,5,first,15,1.073307444,1.070527540,0.010953061,1.053638458,1.084713440,136.9804
6,1,all,15,1.165110270,1.167516069,0.008335256,1.156152089,1.185256093,127.8293
6,1,first,15,0.911318461,0.913629318,0.012594809,0.899965490,0.953858693,141.1095
6,2,all,15,0.820869853,0.817631477,0.010068338,0.805025101,0.833457311,60.5154
6,2,first,15,0.639369761,0.639299891,0.004331906,0.633267288,0.649335658,69.1595
6,3,all,15,0.514027278,0.517319782,0.008913473,0.507926941,0.539544423,0.5145
6,3,first,15,0.395724691,0.397051636,0.005182943,0.391909993,0.413022936,4.6977
6,4,all,15,0.511396196,0.516347578,0.015302640,0.505001628,0.568081902,0.0000
6,4,first,15,0.377968682,0.378399367,0.002139235,0.376601037,0.385444082,0.0000
6,5,all,15,0.755032450,0.761093421,0.009995105,0.750773748,0.778878530,47.6414
6,5,first,15,0.575005213,0.574937683,0.001400188,0.573158264,0.577714717,52.1304
6,6,all,15,1.524613698,1.532348205,0.012861807,1.519427846,1.555330455,198.1277
6,6,first,15,1.162331899,1.161946333,0.003008494,1.156895955,1.168770294,207.5207
7,1,all,15,1.039695740,1.044583920,0.010710332,1.030678202,1.063647766,150.9814
7,1,first,15,0.821850026,0.825573247,0.008279627,0.816091970,0.841558253,160.2196
7,2,all,15,0.774936676,0.777720273,0.006379460,0.770821050,0.789616903,87.0689
7,2,first,15,0.623541946,0.621772837,0.006500071,0.612503688,0.634151026,97.4300
7,3,all,15,0.461035834,0.461931346,0.003786763,0.457724813,0.470728692,11.2935
7,3,first,15,0.364872267,0.363213715,0.004028500,0.356908027,0.370348477,15.5283
7,4,all,15,0.414252099,0.416655554,0.006036147,0.409947154,0.430309855,0.0000
7,4,first,15,0.315829379,0.316060525,0.003538880,0.309899127,0.321852366,0.0000
7,5,all,15,0.541512171,0.544635913,0.006134089,0.538347041,0.558158010,30.7204
7,5,first,15,0.416745792,0.417673699,0.005018459,0.410958049,0.427044763,31.9528
7,6,all,15,0.810864766,0.815316518,0.008648991,0.807692210,0.832023621,95.7419
7,6,first,15,0.622024536,0.625234745,0.005962496,0.618696213,0.632855097,96.9495
7,7,all,15,1.731889496,1.739059736,0.012796332,1.726589203,1.764909973,318.0762
7,7,first,15,1.335213979,1.332825558,0.016209153,1.312113851,1.368507843,322.7643
8,1,all,15,0.963141123,0.965756241,0.007592024,0.954803899,0.981393382,170.0258
8,1,first,15,0.771666641,0.771972587,0.001845179,0.769912949,0.775994186,179.8965
8,2,all,15,0.760409037,0.760487523,0.012870374,0.747122243,0.794085414,113.1880
8,2,first,15,0.606992518,0.608178533,0.004971260,0.604233220,0.623071467,120.1664
8,3,all,15,0.432333069,0.431936664,0.005035789,0.425269504,0.438968506,21.2087
8,3,first,15,0.342270169,0.342481355,0.001852417,0.340013852,0.346611159,24.1471
8,4,all,15,0.356684791,0.358002509,0.004906209,0.352031572,0.367743174,0.0000
8,4,first,15,0.275697174,0.275664965,0.001624622,0.273622411,0.279041926,0.0000
8,5,all,15,0.409935133,0.411201288,0.003764940,0.406379700,0.417178124,14.9292
8,5,first,15,0.323902232,0.323951438,0.001393394,0.322155952,0.327095985,17.4848
8,6,all,15,0.586471558,0.581606054,0.012457413,0.553984095,0.600068843,64.4229
8,6,first,15,0.453014374,0.453206330,0.001610428,0.451643202,0.458557688,64.3159
8,7,all,15,0.930049667,0.926213296,0.010177996,0.913256531,0.939744314,160.7483
8,7,first,15,0.708184764,0.708300481,0.001958818,0.705667063,0.714234238,156.8705
8,8,all,15,1.887984823,1.911250644,0.079687339,1.858435720,2.161958466,429.3146
8,8,first,15,1.453348796,1.453732802,0.002727395,1.449642181,1.457970937,427.1540
9,1,all,15,0.885531108,0.890354228,0.009530841,0.879295146,0.902677129,179.1488
9,1,first,15,0.706547623,0.710033207,0.008371755,0.700588226,0.731107941,190.4047
9,2,all,15,0.725440979,0.728918008,0.007147614,0.720355784,0.738629227,128.6831
9,2,first,15,0.581973394,0.588115765,0.022222244,0.576516266,0.666263377,139.2023
9,3,all,15,0.408460829,0.406806807,0.004342560,0.400473277,0.412762960,28.7604
9,3,first,15,0.314325752,0.315387901,0.003224885,0.312542915,0.321759644,29.1940
9,4,all,15,0.317225456,0.317251100,0.003117997,0.311426061,0.321461360,0.0000
9,4,first,15,0.243297577,0.243898802,0.002945838,0.239327332,0.249856313,0.0000
9,5,all,15,0.346508738,0.349434039,0.004774332,0.344103360,0.360916273,9.2311
9,5,first,15,0.274838867,0.276708989,0.004038458,0.272038244,0.285591545,12.9641
9,6,all,15,0.433637831,0.435489842,0.003991906,0.430778215,0.440876567,36.6970
9,6,first,15,0.341758728,0.343394006,0.004220674,0.338344574,0.352484385,40.4694
9,7,all,15,0.646630402,0.650462821,0.006455481,0.643572261,0.659883296,103.8394
9,7,first,15,0.494831221,0.500982874,0.018000303,0.492630005,0.564247420,103.3852
9,8,all,15,0.996002630,0.995533486,0.021560157,0.974376475,1.049204915,213.9731
9,8,first,15,0.753414383,0.763204997,0.020272910,0.751491114,0.831219355,209.6679
9,9,all,15,2.104030202,2.109132134,0.037902301,2.062102407,2.182269643,563.2602
9,9,first,15,1.585761210,1.593045135,0.013757108,1.580047607,1.617855479,551.7785
10,1,all,15,0.820431163,0.821813863,0.004303267,0.814874420,0.830217997,182.0451
10,1,first,15,0.658084005,0.659782335,0.007848927,0.651980489,0.683577855,188.5810
10,2,all,15,0.690317154,0.690648185,0.003970395,0.683966751,0.698698883,137.3149
10,2,first,15,0.550337906,0.552809255,0.005641236,0.549148992,0.567104543,141.3325
10,3,all,15,0.383090261,0.383107079,0.002210148,0.379174550,0.388893551,31.6975
10,3,first,15,0.300189120,0.300906781,0.002922209,0.297789574,0.309047699,31.6380
10,4,all,15,0.290886561,0.291132539,0.001315992,0.288468463,0.293297768,0.0000
10,4,first,15,0.228041331,0.229209279,0.003159387,0.225496073,0.235438029,0.0000
10,5,all,15,0.306207873,0.306127339,0.001107996,0.303340492,0.308327675,5.2671
10,5,first,15,0.245481700,0.246841372,0.003568277,0.242999186,0.256236603,7.6479
10,6,all,15,0.363660736,0.363494446,0.001415153,0.360447913,0.365808275,25.0181
10,6,first,15,0.292396011,0.294473223,0.004394908,0.289734205,0.303074519,28.2206
10,7,all,15,0.512812932,0.513046763,0.002014565,0.509501572,0.516991094,76.2931
10,7,first,15,0.397045000,0.397920869,0.003706765,0.394054701,0.409141117,74.1110
10,8,all,15,0.684297358,0.693680230,0.015426141,0.681472346,0.718669891,135.2454
10,8,first,15,0.534440155,0.537695565,0.010017769,0.531477381,0.570158437,134.3611
10,9,all,15,1.087318014,1.110011912,0.032413144,1.076480001,1.170478414,273.7945
10,9,first,15,0.835602036,0.840164113,0.013068264,0.831444016,0.878047943,266.4257
10,10,all,15,2.197615306,2.214850535,0.068414685,2.190721283,2.461274465,655.4888
10,10,first,15,1.712415517,1.717497087,0.014520369,1.703902334,1.755930583,650.9233
11,1,all,15,0.763171514,0.770545887,0.021386346,0.760951564,0.842654978,181.8293
11,1,first,15,0.612172038,0.612228534,0.002148384,0.608294805,0.615536372,183.7281
11,2,all,15,0.662701925,0.664994624,0.008398126,0.658082962,0.689103851,144.7272
11,2,first,15,0.529738541,0.529916482,0.002550803,0.526913528,0.534462407,145.5220
11,3,all,15,0.370027042,0.371225149,0.004028281,0.368515303,0.385007494,36.6462
11,3,first,15,0.290200971,0.290250883,0.002252276,0.287928047,0.295507647,34.5017
