k,patterns,mode,algorithm,runs,median_build_ms_per_matcher,median_search_ns_per_base,median_reference_ns_per_base,mean_reference_ns_per_base,stddev_reference_ns_per_base,min_reference_ns_per_base,max_reference_ns_per_base,slower_than_best_pct
16,128,all,bndmq,5,0.030854,17.492596685,17.492908974,17.188559540,0.694166280,16.440536079,17.904379606,1261.1654
16,128,all,hash,5,0.003667,2.152253195,2.152357570,2.167861456,0.036195989,2.128326993,2.212031826,67.4801
16,128,first,aho_corasick,5,0.376437,1.063979542,1.067909319,1.073035479,0.013319828,1.065002245,1.096758846,0.0000
16,128,first,bndmq,5,0.043291,12.955524089,12.955817418,13.001935703,0.114842268,12.880033825,13.178518643,1113.1945
16,128,first,hash,5,0.002896,1.576048928,1.576091843,1.580489879,0.011493176,1.573655183,1.600949293,47.5867
16,256,all,aho_corasick,5,0.818542,1.397835954,1.406116358,1.419216914,0.029877265,1.402087196,1.472367475,0.0000
16,256,all,hash,5,0.010125,2.434330961,2.434469301,2.456986420,0.048234755,2.427945554,2.542426165,73.1343
16,256,first,aho_corasick,5,0.776417,1.175920148,1.183999712,1.181155638,0.015842268,1.163388923,1.202145926,0.0000
16,256,first,hash,5,0.006625,1.687500375,1.687601205,1.689089120,0.014481381,1.677780804,1.713287403,42.5339
16,506,first,aho_corasick,5,2.121917,1.934456131,1.956247338,2.002844747,0.132338540,1.875594589,2.193236034,0.0000
16,506,first,hash,5,0.022375,2.390753558,2.391075638,2.532303935,0.294660779,2.261388807,2.973413223,22.2277
16,711,first,aho_corasick,5,2.249166,1.618706343,1.640963798,1.632228488,0.014576623,1.612193026,1.643777962,0.0000
16,1000,all,aho_corasick,5,3.296583,2.299041652,2.332818664,2.314986702,0.052218023,2.234440111,2.370895668,0.0000
16,1000,all,hash,5,0.025791,2.504042492,2.504424991,2.483113368,0.035576755,2.442107206,2.511614977,7.3562
16,1000,first,aho_corasick,5,3.188750,1.893484963,1.924448651,1.929670391,0.050525023,1.866406267,2.002009746,1.7901
16,1000,first,hash,5,0.024416,1.890212890,1.890604139,1.878644909,0.049709643,1.825107600,1.945756518,0.0000
16,3162,all,aho_corasick,5,11.188334,4.060216880,4.177935394,4.169344245,0.058782373,4.103292633,4.245733589,0.0000
16,3162,all,hash,5,0.073209,8.922240066,8.923097984,8.748581753,0.485472036,8.129846660,9.346961726,113.5767
16,5623,all,aho_corasick,5,17.495500,4.630522829,4.807234136,4.823977354,0.218641696,4.529550111,5.103993132,0.4523
16,5623,all,hash,5,0.091292,4.784551681,4.785590429,4.799491985,0.035966301,4.761573397,4.850572379,0.0000
16,10000,all,aho_corasick,5,30.722083,5.814815460,6.166466417,6.151571281,0.197126986,5.904405281,6.351216048,54.2821
16,10000,all,hash,5,0.163916,3.994657851,3.996876596,3.932792968,0.213000109,3.657541855,4.144064212,0.0000
16,10000,first,aho_corasick,5,31.345000,4.645435299,4.958215504,4.971359891,0.110887278,4.825385349,5.122070166,81.3356
16,10000,first,hash,5,0.153917,2.732534115,2.734275361,2.739919770,0.041728731,2.704839180,2.810962708,0.0000
16,100000,all,aho_corasick,5,367.424542,12.595218980,16.199969680,16.080498669,0.602257492,15.071695687,16.660930008,113.9943
16,100000,all,hash,5,1.610250,7.551517817,7.570281109,7.580946170,0.085486270,7.483037954,7.672529655,0.0000
16,100000,first,aho_corasick,5,370.112000,10.086666907,13.861077698,14.240527183,1.031458708,13.480993448,16.056037048,146.4654
16,100000,first,hash,5,1.616875,5.605414629,5.623945002,5.630705739,0.037059282,5.591856316,5.690509869,0.0000
16,1000000,all,hash,5,17.224959,4.048436903,4.248916922,4.192819782,0.133795992,3.983380363,4.331314257,0.0000
16,1000000,first,hash,5,17.837584,3.104283791,3.335942488,3.329288421,0.121790209,3.179748221,3.477768464,0.0000
18,11,all,aho_corasick,5,0.047569,1.281486408,1.281995970,1.274757114,0.013176881,1.258017280,1.286129072,0.0000
18,11,all,bndmq,5,0.003102,1.337152633,1.337188084,1.336386650,0.009510790,1.322276436,1.346522697,4.3052
18,11,all,hash,5,0.001163,2.763381643,2.763392476,2.774892495,0.028848040,2.755889915,2.825955011,115.5539
20,1,all,aho_corasick,5,0.010303,0.607615135,0.607720649,0.608895512,0.003215601,0.605154998,0.613659915,224.3005
20,1,all,bndmq,5,0.000341,0.187390594,0.187394324,0.187547489,0.000406551,0.187183573,0.188069853,0.0000
20,1,all,hash,5,0.000239,1.689803705,1.689807370,1.686785395,0.011745374,1.674547956,1.700986274,801.7388
20,1,first,aho_corasick,5,0.010491,0.394727805,0.394836027,0.405473320,0.024520120,0.393113477,0.449305376,123.3867
20,1,first,bndmq,5,0.000303,0.176746536,0.176750039,0.177121148,0.001359403,0.175919221,0.179403130,0.0000
20,1,first,hash,5,0.000223,1.318199610,1.318202663,1.318626830,0.004299196,1.314549332,1.325790045,645.8005
20,2,all,aho_corasick,5,0.015224,4.584425694,4.584582620,4.583694100,0.021938171,4.548847787,4.604787605,1440.0756
20,2,all,bndmq,5,0.000475,0.297679397,0.297685549,0.297591074,0.000869603,0.296443927,0.298550532,0.0000
20,2,all,hash,5,0.000368,1.868673720,1.868678674,1.861435037,0.022801000,1.832607432,1.889234854,527.7358
20,2,first,aho_corasick,5,0.014921,3.421814918,3.421964879,3.437980384,0.037497589,3.414142023,3.504505434,1215.7704
20,2,first,bndmq,5,0.000551,0.260069211,0.260073104,0.260017282,0.002355347,0.257565782,0.263766674,0.0000
20,2,first,hash,5,0.000395,1.396459583,1.396464212,1.401133420,0.010669204,1.392458862,1.419430592,436.9506
20,4,all,aho_corasick,5,0.022573,1.264584383,1.264813475,1.260770605,0.012146738,1.242538504,1.275112332,144.0808
20,4,all,bndmq,5,0.001141,0.518182423,0.518194667,0.518872089,0.008126736,0.508080460,0.530979203,0.0000
20,4,all,hash,5,0.000510,2.100133683,2.100139424,2.118648844,0.053367991,2.073506922,2.208843648,305.2800
20,4,first,aho_corasick,5,0.022292,1.049110294,1.049330930,1.048317214,0.004651204,1.043809211,1.054940261,149.3746
20,4,first,bndmq,5,0.001209,0.420772391,0.420785052,0.422102122,0.008533631,0.414797108,0.435423576,0.0000
20,4,first,hash,5,0.000509,1.541002332,1.541009922,1.543471320,0.011466768,1.529973799,1.558021426,266.2226
20,8,all,aho_corasick,5,0.038719,1.249600433,1.250000693,1.254377632,0.016731556,1.237267706,1.279102825,32.7797
20,8,all,bndmq,5,0.001341,0.941386126,0.941409836,0.942141899,0.010829076,0.933466483,0.960121216,0.0000
20,8,all,hash,5,0.000741,2.146895049,2.146902575,2.120317750,0.060782859,2.031400995,2.177985663,128.0519
20,8,first,aho_corasick,5,0.037648,1.045159055,1.045539004,1.051527107,0.014306529,1.042673337,1.076961533,40.2758
20,8,first,bndmq,5,0.002043,0.745329899,0.745345042,0.752733487,0.019756965,0.742012236,0.787906483,0.0000
20,8,first,hash,5,0.000779,1.555252732,1.555263213,1.566690239,0.022224758,1.548467311,1.597642928,108.6635
20,9,first,aho_corasick,5,0.042300,1.044589182,1.045005477,1.049075535,0.009293006,1.044161925,1.065668556,26.4779
20,9,first,bndmq,5,0.001727,0.826217966,0.826235551,0.832281277,0.016126374,0.819209855,0.860103889,0.0000
20,9,first,hash,5,0.000984,1.709792613,1.709803030,1.713387811,0.011906731,1.699199207,1.730597264,106.9389
20,11,all,aho_corasick,5,0.071153,1.740141919,1.740862156,1.839940441,0.221155532,1.635522673,2.189327506,30.8141
20,11,all,bndmq,5,0.002821,1.330756014,1.330790788,1.306614058,0.060681467,1.239274752,1.368196097,0.0000
20,11,all,hash,5,0.001149,3.762476150,3.762488771,3.648307477,0.358350393,3.102162579,4.010860584,182.7258
20,11,first,aho_corasick,5,0.063017,1.292842157,1.293480277,1.312047426,0.055353508,1.251101921,1.386677692,0.0000
20,11,first,bndmq,5,0.003234,1.315437397,1.315464618,1.319088368,0.031355766,1.285534750,1.370554483,1.6996
20,11,first,hash,5,0.001621,3.411309790,3.411329824,3.298435972,0.297769463,2.911320216,3.589652342,163.7327
20,13,all,aho_corasick,5,0.057933,1.247056309,1.247654505,1.250521249,0.008420127,1.241237220,1.260699768,0.0000
20,13,all,bndmq,5,0.003721,1.430514300,1.430552528,1.478416238,0.109977088,1.422186979,1.674749193,14.6593
20,13,all,hash,5,0.002135,4.123236705,4.123253559,4.118745818,0.027144733,4.090961145,4.153902095,230.4804
20,16,all,aho_corasick,5,0.071893,1.240675718,1.241408794,1.244906732,0.008235326,1.237854741,1.258420356,0.0000
20,16,all,bndmq,5,0.005500,1.726596829,1.726626672,1.734009521,0.020167844,1.717661235,1.768537782,39.0861
20,16,all,hash,5,0.001427,2.240577052,2.240590775,2.242870812,0.005643369,2.236777645,2.251466967,80.4877
20,16,first,aho_corasick,5,0.071724,1.060402737,1.061094277,1.061834397,0.013740769,1.050090300,1.084560300,0.0000
20,16,first,bndmq,5,0.004750,1.383875716,1.383901314,1.399830257,0.027545087,1.376559254,1.436092746,30.4221
20,16,first,hash,5,0.001401,1.736683176,1.736705519,1.741019262,0.015017944,1.727179525,1.757010254,63.6712
20,32,all,aho_corasick,5,0.135385,1.239808412,1.241056007,1.245183612,0.011133357,1.238728950,1.265010769,0.0000
20,32,all,bndmq,5,0.008349,3.307801458,3.307856353,3.352556900,0.089277555,3.287047095,3.505720655,166.5356
20,32,all,hash,5,0.002042,2.375395997,2.375420944,2.379472850,0.016520685,2.361318141,2.403355669,91.4032
20,32,first,aho_corasick,5,0.129479,1.049300356,1.050604876,1.054030180,0.007046118,1.047870523,1.064452676,0.0000
20,32,first,bndmq,5,0.008151,2.690533476,2.690617173,2.675846175,0.047927355,2.607148359,2.717772107,156.1017
20,32,first,hash,5,0.002146,1.850215618,1.850235878,1.859227951,0.043066492,1.820967721,1.923322325,76.1115
20,64,all,aho_corasick,5,0.258021,1.246995434,1.249595726,1.251963359,0.005554876,1.248393558,1.261653239,0.0000
20,64,all,bndmq,5,0.012615,6.459323745,6.459514681,6.571924029,0.233214961,6.418356153,6.971987969,416.9284
20,64,all,hash,5,0.004073,2.585596815,2.585670147,2.565113979,0.044557675,2.503614869,2.610957657,106.9205
20,64,first,aho_corasick,5,0.260094,1.057412791,1.059875478,1.076083622,0.027503054,1.056756341,1.121056767,0.0000
20,64,first,bndmq,5,0.015959,5.143203854,5.143366666,5.129860502,0.054027111,5.052317604,5.185879550,385.2803
20,64,first,hash,5,0.003521,1.738623171,1.738663276,1.768231562,0.067165534,1.719708012,1.882987019,64.0441
20,128,all,aho_corasick,5,0.631917,1.600503469,1.606968661,1.620764424,0.063805956,1.546523362,1.691777451,0.0000
20,128,all,bndmq,5,0.034292,14.216886146,14.217289270,14.156198521,0.486295243,13.473731803,14.720289934,784.7272
20,128,all,hash,5,0.004709,3.245433509,3.245491839,3.216789732,0.080039813,3.117189186,3.307815259,101.9636
20,128,first,aho_corasick,5,0.514896,1.111831946,1.116850266,1.119193052,0.007436721,1.111362152,1.130868153,0.0000
20,128,first,bndmq,5,0.028104,10.273404033,10.273750492,10.236769776,0.182535716,9.994078347,10.466942811,819.8861
20,128,first,hash,5,0.004250,2.022296795,2.022410750,2.075156060,0.085862047,2.018409503,2.216986191,81.0816
20,256,all,aho_corasick,5,1.074500,1.477463295,1.488307443,1.475549715,0.022498365,1.443845862,1.492971594,0.0000
20,256,all,hash,5,0.009125,2.605299789,2.605481459,2.612644777,0.044846553,2.565858618,2.665911758,75.0634
20,256,first,aho_corasick,5,1.016042,1.199180102,1.208372583,1.223333801,0.024388004,1.203980502,1.259460811,0.0000
20,256,first,hash,5,0.009042,1.703844512,1.703963262,1.708094334,0.009194847,1.700342429,1.721300307,41.0131
20,506,first,aho_corasick,5,2.435375,1.729499881,1.753548573,1.729032458,0.056504933,1.656944186,1.779413941,0.0000
20,506,first,hash,5,0.027833,3.869936010,3.870131850,3.929355559,1.081529895,2.759251151,5.617668765,120.7029
20,711,first,aho_corasick,5,2.965375,1.796959746,1.827446755,1.857658453,0.128151347,1.752768164,2.078739593,0.0000
20,1000,all,aho_corasick,5,5.029875,2.781621937,2.833331423,2.858667953,0.139966676,2.733057874,3.065008870,0.0000
20,1000,all,hash,5,0.020042,2.890424219,2.890820468,2.966800484,0.141435274,2.829197262,3.164607421,2.0290
20,1000,first,aho_corasick,5,4.227250,2.012539305,2.054333391,2.054788390,0.052561870,1.994817680,2.123226584,11.0843
20,1000,first,hash,5,0.029250,1.848889212,1.849345881,1.859688279,0.024573172,1.846165888,1.903493693,0.0000
20,3162,all,aho_corasick,5,14.904833,4.309870960,4.470248140,4.402172944,0.521301367,3.849496471,5.122660165,0.0000
20,3162,all,hash,5,0.082334,9.860195700,9.860994868,9.938255124,0.687802257,9.214161152,11.014941720,120.5917
20,5623,all,aho_corasick,5,23.711459,4.851788216,5.092589815,5.080724839,0.176679728,4.825219520,5.296026488,12.5272
20,5623,all,hash,5,0.106375,4.524504701,4.525653449,4.569419025,0.098012821,4.506129318,4.739865520,0.0000
20,10000,all,aho_corasick,5,44.184875,6.100974048,6.544619411,6.571820190,0.277235191,6.222495885,6.987810614,60.8805
20,10000,all,hash,5,0.201542,4.065240210,4.067999784,4.026316865,0.229542543,3.809315301,4.361996686,0.0000
20,10000,first,aho_corasick,5,43.690791,4.941111788,5.382899644,5.313625873,0.209909093,4.990609599,5.544393911,106.5265
20,10000,first,hash,5,0.185750,2.604411451,2.606396037,2.624791246,0.033456279,2.601417707,2.679484641,0.0000
20,100000,all,aho_corasick,5,555.377292,13.892053056,19.471476477,19.287763426,0.587647753,18.417960244,19.989364191,161.4686
20,100000,all,hash,5,2.016958,7.424685991,7.446966776,7.460063832,0.051196764,7.406990186,7.541110758,0.0000
20,100000,first,aho_corasick,5,559.754000,11.081242418,16.750422329,16.989714352,0.837250509,15.919647741,18.147774954,201.2133
20,100000,first,hash,5,2.048000,5.538228504,5.560983458,5.580553587,0.040985069,5.553061804,5.651501197,0.0000
20,1000000,all,hash,5,21.082166,3.902548025,4.141004218,4.129319325,0.077102006,4.021382797,4.221660727,0.0000
20,1000000,first,hash,5,21.078417,2.993337763,3.238548103,3.251949494,0.047596077,3.213246484,3.331976246,0.0000
22,16,first,aho_corasick,5,0.182104,2.381985446,2.383703178,2.413835800,0.058076535,2.378638708,2.514833015,0.0000
22,16,first,bndmq,5,0.009318,3.616298028,3.616450107,3.474035285,0.478180756,2.999029600,4.126340952,51.7156
22,16,first,hash,5,0.003013,3.213756330,3.213792969,3.203129693,0.105465763,3.094760164,3.321101485,34.8235
23,16,first,aho_corasick,5,0.079391,1.058455709,1.059260971,1.067917855,0.015047800,1.054430002,1.087676522,0.0000
23,16,first,bndmq,5,0.005211,1.143204247,1.143267996,1.150419335,0.019537509,1.137645418,1.185002441,7.9307
23,16,first,hash,5,0.001708,1.650279691,1.650299325,1.647963748,0.007383806,1.638452648,1.657276704,55.7972
24,1,all,aho_corasick,5,0.012004,0.649106914,0.649230108,0.650505994,0.015107895,0.628906473,0.670838807,227.2862
24,1,all,bndmq,5,0.000262,0.198365439,0.198367685,0.201957195,0.007564929,0.197765510,0.215341046,0.0000
24,1,all,hash,5,0.000286,1.869135751,1.869141805,1.888936511,0.088214771,1.797599194,2.034413137,842.2612
24,1,first,aho_corasick,5,0.011041,0.362441937,0.362554163,0.363628331,0.002239583,0.361988428,0.367400688,106.4497
24,1,first,bndmq,5,0.000301,0.175611272,0.175613771,0.175637748,0.000404544,0.175162892,0.176214515,0.0000
24,1,first,hash,5,0.000266,1.313707265,1.313709270,1.314145580,0.002114608,1.311817227,1.317454149,648.0673
24,2,all,aho_corasick,5,0.017533,4.828176573,4.828354825,4.835565513,0.013249149,4.824879925,4.856640606,1550.7501
24,2,all,bndmq,5,0.000559,0.292490471,0.292494598,0.294306309,0.005840518,0.289611289,0.304158867,0.0000
24,2,all,hash,5,0.000334,1.977992657,1.977997995,1.976114311,0.004999848,1.970050151,1.981288319,576.2511
24,2,first,aho_corasick,5,0.015984,3.361753856,3.361913100,3.362651537,0.006246806,3.356940614,3.372796176,1309.1416
24,2,first,bndmq,5,0.000523,0.238573213,0.238578804,0.238452195,0.000483025,0.237875294,0.239094946,0.0000
24,2,first,hash,5,0.000288,1.394707307,1.394711506,1.398258058,0.009386100,1.391856445,1.414836342,484.5915
24,4,all,aho_corasick,5,0.030557,1.499835101,1.500146897,1.493831559,0.031358805,1.443061753,1.519962046,200.1864
24,4,all,bndmq,5,0.001093,0.499723945,0.499738475,0.508611609,0.025467123,0.485420269,0.541267687,0.0000
24,4,all,hash,5,0.000469,2.337850345,2.337855709,2.331530989,0.038990628,2.274036746,2.380036911,367.8158
24,4,first,aho_corasick,5,0.024369,1.050688012,1.050942934,1.050298992,0.002664124,1.047215462,1.052934014,186.1144
24,4,first,bndmq,5,0.000880,0.367310484,0.367315659,0.367382656,0.001172748,0.366365055,0.369273937,0.0000
24,4,first,hash,5,0.000421,1.523187532,1.523192655,1.523374446,0.001090907,1.522461333,1.525198687,314.6822
24,8,all,aho_corasick,5,0.051773,1.457189620,1.457712793,1.444466517,0.060157663,1.381190841,1.514640896,53.5903
24,8,all,bndmq,5,0.002125,0.949050460,0.949091501,0.941229071,0.040741788,0.897650579,1.000171299,0.0000
24,8,all,hash,5,0.001042,2.316457953,2.316473396,2.305832135,0.027610211,2.273176995,2.331832722,144.0727
24,8,first,aho_corasick,5,0.043983,1.050920961,1.051366415,1.050998181,0.001634916,1.048762166,1.053084667,64.8733
24,8,first,bndmq,5,0.001962,0.637657925,0.637681362,0.638633132,0.002468408,0.636396751,0.642255724,0.0000
24,8,first,hash,5,0.000605,1.525489934,1.525499244,1.525745789,0.001795725,1.523267655,1.527943511,139.2259
24,11,all,aho_corasick,5,0.074111,1.639923541,1.640796624,1.644208188,0.089405640,1.564073980,1.791146483,13.9491
24,11,all,bndmq,5,0.002590,1.439916401,1.439937893,1.467900062,0.089161259,1.387737680,1.620295600,0.0000
24,11,all,hash,5,0.001635,3.274138807,3.274148338,3.297193608,0.118467983,3.173122459,3.476673350,127.3812
24,13,all,aho_corasick,5,0.069215,1.251170807,1.251861980,1.255620506,0.014413990,1.239843912,1.276747927,4.4566
24,13,all,bndmq,5,0.003321,1.198417282,1.198451572,1.207405252,0.018985341,1.189887342,1.229058693,0.0000
24,13,all,hash,5,0.001575,4.632002770,4.632013249,4.474240328,0.260164921,4.172946110,4.715044157,286.4998
24,16,all,aho_corasick,5,0.109654,1.589509556,1.590616786,1.646925549,0.152462195,1.520259447,1.894159624,0.0000
24,16,all,bndmq,5,0.005883,2.259147707,2.259265125,2.182117929,0.436814219,1.739651834,2.731190180,42.0370
24,16,all,hash,5,0.001464,2.871201872,2.871216923,2.854664383,0.069418336,2.741572758,2.922158207,80.5097
24,16,first,aho_corasick,5,0.112276,1.370225733,1.371303016,1.394831825,0.096708762,1.289171848,1.511776939,6.2378
24,16,first,bndmq,5,0.005273,1.290729537,1.290785940,1.307592925,0.109771122,1.147487552,1.439098408,0.0000
24,16,first,hash,5,0.001971,2.687217349,2.687243259,2.720959676,0.199626141,2.518579770,3.038431683,108.1866
24,19,first,aho_corasick,5,0.102750,1.161224276,1.162258928,1.164144098,0.027283987,1.140172197,1.208959627,0.0000
24,19,first,bndmq,5,0.005461,1.382214436,1.382312708,1.443542668,0.134280615,1.334475900,1.660044931,18.9333
24,19,first,hash,5,0.001652,1.957997510,1.958014147,1.938723478,0.047321124,1.870964134,1.983582590,68.4663
24,23,first,aho_corasick,5,0.211215,1.832486180,1.834527587,1.901957385,0.131569830,1.825649072,2.133761298,0.0000
24,23,first,bndmq,5,0.010028,3.220924653,3.221003332,3.119689168,0.542925660,2.388398948,3.627302509,75.5767
24,23,first,hash,5,0.002309,4.705021530,4.705153230,4.483620339,0.624045828,3.552756606,5.187357879,156.4776
24,32,all,aho_corasick,5,0.167266,1.381168121,1.382851961,1.390653753,0.011944677,1.380589685,1.405624748,0.0000
24,32,all,bndmq,5,0.008974,3.134398265,3.134451077,3.095870442,0.071652195,3.010048316,3.170528591,126.6657
24,32,all,hash,5,0.002578,2.361803186,2.361840947,2.396195413,0.077043704,2.322036525,2.500884362,70.7949
24,32,first,aho_corasick,5,0.182000,1.285053470,1.286885642,1.299402000,0.079819990,1.228263248,1.421768308,0.0000
24,32,first,bndmq,5,0.009510,3.572092673,3.572214599,3.647426998,1.056421019,2.528541332,4.971522103,177.5860
24,32,first,hash,5,0.002682,2.253597381,2.253630716,2.338582009,0.242293200,2.074204605,2.699222055,75.1228
24,64,all,aho_corasick,5,0.334135,1.401485868,1.404999383,1.407913969,0.008437299,1.403145760,1.422922267,0.0000
24,64,all,bndmq,5,0.017969,6.161250710,6.161439978,6.127107523,0.124058874,5.965191338,6.274904178,338.5368
24,64,all,hash,5,0.004542,3.022646239,3.022695821,3.031456727,0.076450821,2.932078008,3.137644059,115.1386
24,64,first,aho_corasick,5,0.327365,1.189291316,1.192559207,1.208140229,0.036667032,1.189407252,1.273681691,0.0000
24,64,first,bndmq,5,0.019646,5.005614125,5.005829123,4.949435947,0.106474312,4.783361521,5.031061627,319.7552
24,64,first,hash,5,0.004188,2.292410001,2.292470208,2.272085034,0.037313940,2.230138096,2.304030113,92.2311
24,128,all,aho_corasick,5,0.633834,1.348440633,1.354411456,1.370266299,0.031650316,1.344386266,1.422892569,0.0000
24,128,all,bndmq,5,0.035333,11.491215348,11.491592847,11.364404229,0.513528387,10.617124181,11.912133471,748.4566
24,128,all,hash,5,0.006417,2.350872378,2.350959463,2.348824552,0.029583584,2.304542266,2.386682937,73.5779
24,128,first,aho_corasick,5,0.734938,1.417271325,1.425021310,1.425304650,0.059231138,1.371156638,1.515958843,0.0000
24,128,first,bndmq,5,0.033708,9.317281365,9.317521785,9.511746935,0.524439905,8.879474116,10.112569355,553.8514
24,128,first,hash,5,0.004562,1.941242788,1.941301122,1.958011627,0.056256437,1.908421183,2.037994884,36.2296
24,256,all,aho_corasick,5,1.229958,1.440767118,1.453224174,1.453203262,0.008334951,1.441075038,1.464517491,0.0000
24,256,all,hash,5,0.013667,3.232094786,3.232261035,3.149514867,0.324861457,2.774222782,3.548519153,122.4200
24,256,first,aho_corasick,5,1.319333,1.344616481,1.357887284,1.349754802,0.051391561,1.284048272,1.421432997,0.0000
24,256,first,bndmq,5,0.065708,18.692752614,18.693138864,18.402003780,0.723311875,17.237630105,18.994792430,1276.6341
24,256,first,hash,5,0.012125,2.218360143,2.218535153,2.249343753,0.046871254,2.213790572,2.308065804,63.3814
24,506,first,aho_corasick,5,2.637125,1.700903688,1.727458215,1.777645197,0.095803146,1.694322031,1.922134076,0.0000
24,506,first,hash,5,0.011708,2.109874110,2.110174120,2.196586777,0.199078414,2.069551701,2.545090740,22.1549
24,711,first,aho_corasick,5,3.586750,1.775118110,1.812215956,1.797160492,0.029980549,1.758473153,1.828550513,0.0000
24,711,first,hash,5,0.032000,3.813039874,3.813420703,3.815357869,0.011021880,3.803344893,3.833386083,110.4286
24,1000,all,aho_corasick,5,5.556417,2.433778882,2.489736271,2.547675405,0.127432352,2.435790958,2.701521267,0.0000
24,1000,all,hash,5,0.035208,3.069285531,3.069563451,3.012862642,0.189007672,2.764123222,3.259684731,23.2887
24,1000,first,aho_corasick,5,5.322917,2.089486241,2.143051134,2.212352659,0.194867579,2.020903458,2.466290067,5.8360
24,1000,first,hash,5,0.030959,2.024631791,2.024879280,1.965387319,0.088518716,1.832712585,2.028913022,0.0000
24,3162,all,aho_corasick,5,17.079334,4.469930650,4.643035714,4.725583299,0.246527042,4.486429777,5.101359387,0.0000
24,3162,all,hash,5,0.134666,13.388464893,13.389712391,12.791872250,2.336450622,8.791550747,14.540153420,188.3827
24,5623,all,aho_corasick,5,29.980375,5.304218142,5.607310035,5.601290051,0.153198994,5.445563279,5.808452553,21.6328
24,5623,all,hash,5,0.121875,4.608865782,4.610029530,4.615839520,0.019538053,4.598147894,4.648802372,0.0000
24,10000,all,aho_corasick,5,54.676541,5.599128802,6.140872308,6.353191958,0.302079261,6.134910640,6.775467279,88.1432
24,10000,all,hash,5,0.216959,3.261330147,3.263934722,3.264435469,0.009849571,3.254492661,3.276507607,0.0000
24,10000,first,aho_corasick,5,60.837417,5.447727445,6.058141214,6.128994658,0.440262254,5.584143832,6.671189988,108.0683
24,10000,first,hash,5,0.232291,2.909312931,2.911611257,2.882150152,0.063566279,2.776006948,2.936390797,0.0000
24,100000,all,hash,5,2.335417,7.419198082,7.444810940,7.523619951,0.222986523,7.316807866,7.795199410,0.0000
24,100000,first,hash,5,2.333791,5.652871194,5.679661981,5.723151806,0.235244063,5.490683189,6.007773814,0.0000
24,1000000,all,hash,5,23.678791,3.837826074,4.138302973,4.116299017,0.036779360,4.061654377,4.145271709,0.0000
24,1000000,first,hash,5,36.033959,4.804391641,5.209537081,5.496370925,0.736667067,4.879674831,6.649761280,0.0000
25,1000,all,aho_corasick,5,5.409000,2.317502455,2.371911086,2.380856824,0.054924185,2.320745779,2.441706787,0.0000
25,1000,all,hash,5,0.041208,2.373952752,2.374408171,2.389484555,0.027086483,2.372497755,2.436124298,0.1053
27,16,all,aho_corasick,5,0.139253,1.916223271,1.917676167,1.925986654,0.100373841,1.819756192,2.082778638,0.0000
27,16,all,bndmq,5,0.007534,2.076597719,2.076639566,2.038425535,0.078617180,1.910393894,2.101262753,8.2894
27,16,all,hash,5,0.002487,3.380269751,3.380298110,3.313655022,0.147425850,3.077818495,3.454219179,76.2705
27,126,all,aho_corasick,5,0.682069,1.364032418,1.370584865,1.371652166,0.017661175,1.353232227,1.390356657,0.0000
27,126,all,bndmq,5,0.017764,9.012129573,9.012407207,8.986604774,0.147128050,8.736141224,9.110966699,557.5592
27,126,all,hash,5,0.006083,2.373366843,2.373438649,2.371923607,0.020915641,2.345766507,2.400236355,73.1698
27,506,first,aho_corasick,5,2.868500,1.543756492,1.570808938,1.565149704,0.030749406,1.516655717,1.595033060,0.0000
27,506,first,hash,5,0.025917,1.675968318,1.676106648,1.681187055,0.010758570,1.673382073,1.699805770,6.7034
27,1000,all,aho_corasick,5,7.716375,3.149887450,3.227312715,3.253981492,0.253517850,2.982318625,3.646736867,17.5812
27,1000,all,hash,5,0.024083,2.744314091,2.744751590,2.743705429,0.067920146,2.640249720,2.827490175,0.0000
29,16,all,aho_corasick,5,0.097654,1.262997084,1.263978823,1.269759567,0.024869037,1.244174616,1.311370670,0.0000
29,16,all,bndmq,5,0.006307,1.298425530,1.298459227,1.297675172,0.011966824,1.279967160,1.313399302,2.7279
29,16,all,hash,5,0.001445,2.058583285,2.058604092,2.060108985,0.016040013,2.041491176,2.081101741,62.8670
31,1,all,aho_corasick,5,0.012735,0.595735836,0.595863332,0.596537268,0.005644215,0.592195143,0.606055804,240.3898
31,1,all,bndmq,5,0.000317,0.175050504,0.175053231,0.176019335,0.005394159,0.170607179,0.183353409,0.0000
31,1,all,hash,5,0.000284,1.685833373,1.685836915,1.680099982,0.023795479,1.653442109,1.712937303,863.0424
31,1,first,aho_corasick,5,0.012284,0.360337207,0.360462608,0.363653906,0.006312725,0.359377030,0.374490447,102.8439
31,1,first,bndmq,5,0.000278,0.177701424,0.177704438,0.179065672,0.003065763,0.177294116,0.184515848,0.0000
31,1,first,hash,5,0.000229,1.318374168,1.318378165,1.319151839,0.006381749,1.313388175,1.329103934,641.8938
31,2,all,aho_corasick,5,0.022600,5.246443875,5.246687522,5.266785684,0.194341871,4.971652772,5.462976657,1944.9261
31,2,all,bndmq,5,0.000598,0.256567159,0.256571007,0.259408275,0.006580082,0.256343578,0.271177334,0.0000
31,2,all,hash,5,0.000370,1.966040017,1.966048245,1.972409888,0.037722980,1.936807248,2.020350523,666.2784
31,2,first,aho_corasick,5,0.020729,3.792989497,3.793201541,3.845566558,0.150763588,3.677034408,4.024308319,1366.0443
