k,patterns,mode,algorithm,runs,median_build_ms_per_matcher,median_search_ns_per_base,median_reference_ns_per_base,mean_reference_ns_per_base,stddev_reference_ns_per_base,min_reference_ns_per_base,max_reference_ns_per_base,slower_than_best_pct
80,1000000,all,hash,5,78.869958,2.929698311,3.774192452,3.779233026,0.045142849,3.730737539,3.833260663,0.0000
80,1000000,first,hash,5,89.166125,2.940596199,3.860506449,3.878674661,0.099014225,3.789072002,4.042551915,0.0000
84,256,first,aho_corasick,5,5.215334,2.046663407,2.102028296,2.100034468,0.145481563,1.970320639,2.332856174,17.8602
84,256,first,hash,5,0.023125,1.783235594,1.783492263,1.773162622,0.027734972,1.728654043,1.800164320,0.0000
88,32,first,aho_corasick,5,0.860547,2.074652153,2.083204168,2.112810242,0.220912144,1.859973239,2.366198414,0.0000
88,32,first,hash,5,0.005807,2.739712662,2.739782454,2.774393045,0.165479692,2.606396073,2.977258421,31.5177
88,91,first,aho_corasick,5,2.098917,2.243979128,2.265056740,2.305417058,0.183054644,2.124580643,2.535706108,0.0000
88,91,first,hash,5,0.012819,3.350942772,3.351067495,3.415087957,0.433243211,2.889202583,3.975411807,47.9463
88,256,first,aho_corasick,5,6.136625,2.383900652,2.437556375,2.587792074,0.354633097,2.216842646,3.065200540,16.9996
88,256,first,hash,5,0.029958,2.083051664,2.083388333,2.085145248,0.097715205,1.956470677,2.231300117,0.0000
92,32,first,aho_corasick,5,0.596891,1.432144373,1.438163492,1.446046930,0.033087750,1.415464874,1.497464847,0.0000
92,32,first,hash,5,0.003724,1.739881081,1.739926237,1.726893518,0.034766075,1.690936629,1.770801881,20.9825
96,1,all,aho_corasick,5,0.033417,1.329350683,1.329685549,1.324396967,0.051655023,1.269213631,1.400880398,0.0000
96,1,all,hash,5,0.000619,2.595723577,2.595729488,2.554137893,0.159953295,2.333897993,2.760355652,95.2138
96,1,first,aho_corasick,5,0.024066,0.477856334,0.478109518,0.477178721,0.001634320,0.475347512,0.478585489,0.0000
96,1,first,hash,5,0.000321,1.345598603,1.345603186,1.449408576,0.194064567,1.328774269,1.784255697,181.4425
96,2,all,aho_corasick,5,0.052587,4.552772655,4.553315542,4.521041297,0.321806077,4.176742818,4.961315765,100.6766
96,2,all,hash,5,0.000759,2.268973741,2.268981813,2.315431375,0.104126926,2.224687030,2.448774337,0.0000
96,2,first,aho_corasick,5,0.069590,5.083011874,5.083719733,4.814697475,0.606803508,3.954760340,5.405943905,167.0659
96,2,first,hash,5,0.000524,1.903538847,1.903545246,1.865070268,0.244043905,1.570272680,2.106941666,0.0000
96,3,all,aho_corasick,5,0.113341,4.836417609,4.837424101,4.814351769,0.531005707,4.188325753,5.439673663,88.1499
96,3,all,hash,5,0.001128,2.571034658,2.571047566,2.737536021,0.330074211,2.426691587,3.232112348,0.0000
96,3,first,aho_corasick,5,0.099279,3.611723119,3.612720381,3.695298211,0.256561719,3.373117089,3.970884959,99.3419
96,3,first,hash,5,0.000759,1.812315104,1.812323989,1.871091235,0.084837062,1.807196260,1.978252943,0.0000
96,4,all,aho_corasick,5,0.086063,1.423468216,1.424337102,1.454382366,0.061900206,1.397582193,1.534795369,0.0000
96,4,all,hash,5,0.000788,1.833924418,1.833933954,1.837863421,0.024737314,1.812345884,1.871076680,28.7570
96,4,first,aho_corasick,5,0.088618,1.398728053,1.399556117,1.404745757,0.041083658,1.357618989,1.471021250,0.0000
96,4,first,hash,5,0.000723,1.697601877,1.697611355,1.691651875,0.033414506,1.644428449,1.728986710,21.2964
96,8,all,aho_corasick,5,0.194806,1.637702594,1.639667244,1.629102782,0.035070610,1.568012053,1.653350608,0.0000
96,8,all,hash,5,0.001318,1.956821542,1.956839198,1.950197559,0.032721902,1.897348764,1.985833791,19.3437
96,8,first,aho_corasick,5,0.172393,1.413688932,1.415379477,1.410198075,0.022799874,1.374763950,1.431345411,0.0000
96,8,first,hash,5,0.001232,1.572544259,1.572555860,1.575576383,0.007637784,1.571626739,1.589207065,11.1049
96,16,all,aho_corasick,5,0.349344,1.502121512,1.505606349,1.523508653,0.044711925,1.485660532,1.585388926,0.0000
96,16,all,hash,5,0.002482,2.249021781,2.249050088,2.218705809,0.059268882,2.153823034,2.272673235,49.3784
96,16,first,aho_corasick,5,0.400349,1.713271835,1.716987420,1.675871125,0.106064346,1.502512521,1.755484449,0.0000
96,16,first,hash,5,0.003091,2.199412959,2.199447489,2.256064027,0.100888370,2.167767953,2.398313563,28.0992
96,23,first,aho_corasick,5,0.659493,2.016957614,2.023629057,2.009306239,0.042557478,1.948790764,2.061720764,0.0000
96,23,first,hash,5,0.005257,4.064735822,4.064817071,4.053221723,0.214059631,3.747737691,4.277704638,100.8677
96,27,first,aho_corasick,5,0.864983,2.258223176,2.266220849,2.291667345,0.134187624,2.163630063,2.464474755,0.0000
96,27,first,hash,5,0.004017,3.718356053,3.718396719,4.030119396,0.975163236,3.164017550,5.501641711,64.0792
96,32,all,aho_corasick,5,0.830047,1.912670949,1.920519323,1.945055815,0.060429498,1.898275908,2.050440054,0.0000
96,32,all,hash,5,0.004495,2.331706766,2.331760672,2.336965335,0.128435379,2.167818124,2.528196132,21.4130
96,32,first,aho_corasick,5,1.036682,2.460818233,2.471298045,2.579049556,0.183473850,2.417367954,2.799418177,9.6583
96,32,first,hash,5,0.005922,2.253563221,2.253635408,2.269903612,0.083977102,2.170423059,2.387841102,0.0000
96,64,all,aho_corasick,5,1.587594,2.003449382,2.019446964,2.034964552,0.105564342,1.897770443,2.193314328,0.0000
96,64,all,hash,5,0.008573,2.561430759,2.561538258,2.544332104,0.039799762,2.475038847,2.573885766,26.8436
96,64,first,aho_corasick,5,2.076833,2.580343527,2.601360442,2.564288905,0.183580375,2.250217521,2.731435966,23.2327
96,64,first,hash,5,0.009000,2.110846863,2.110934258,2.104336707,0.104011646,1.971918702,2.245915990,0.0000
96,128,all,aho_corasick,5,2.806291,1.904292441,1.931995716,1.974764968,0.079301182,1.904240987,2.097056641,0.0000
96,128,all,hash,5,0.014146,2.045215490,2.045720489,2.030776770,0.070255564,1.954507961,2.111248693,5.8864
96,128,first,aho_corasick,5,2.757458,1.831327167,1.859118782,1.877050539,0.032022313,1.850116095,1.913630968,10.8593
96,128,first,hash,5,0.015000,1.676854146,1.677007896,1.678199685,0.032094303,1.642160676,1.727852789,0.0000
96,256,all,aho_corasick,5,5.878792,2.172350655,2.231752206,2.258103900,0.054294424,2.213122654,2.345463639,0.0000
96,256,all,hash,5,0.032334,2.324520351,2.324819930,2.326598679,0.052664450,2.260785478,2.407655595,4.1702
96,256,first,aho_corasick,5,5.646250,2.110517029,2.169679821,2.184146380,0.137080649,2.053581313,2.402313525,1.2653
96,256,first,hash,5,0.032125,2.142135716,2.142569045,2.130657489,0.063692497,2.036493007,2.203071424,0.0000
96,360,all,aho_corasick,5,12.705541,3.325585429,3.444126442,3.436102962,0.222260404,3.205447339,3.737431275,0.0000
96,360,all,hash,5,0.060667,4.316265957,4.316956366,4.378399911,0.339677077,3.946488357,4.742324675,25.3426
96,506,all,aho_corasick,5,13.938416,3.018447713,3.170233660,3.182491551,0.453340100,2.708344583,3.917502995,20.2880
96,506,all,hash,5,0.072083,2.634581401,2.635536809,2.582785750,0.228464571,2.334952830,2.816827286,0.0000
96,1000,all,aho_corasick,5,25.318375,3.436336877,3.691475117,3.688304875,0.237931980,3.309629221,3.954328761,95.3363
96,1000,all,hash,5,0.105875,1.888659973,1.889804550,1.918929160,0.047070400,1.880566239,1.986256027,0.0000
96,1000,first,aho_corasick,5,28.051042,3.681213888,3.983281613,3.975519549,0.254100273,3.712556325,4.358778782,89.6598
96,1000,first,hash,5,0.133959,2.098810382,2.100224960,2.217506397,0.458273789,1.771221868,2.951694097,0.0000
96,10000,all,aho_corasick,5,272.069458,6.264359561,8.911284677,9.749215334,1.358508624,8.774284951,11.895726209,255.1146
96,10000,all,hash,5,1.068667,2.498455003,2.509410811,2.586103660,0.156913530,2.480483789,2.851400547,0.0000
96,10000,first,hash,5,1.894459,3.644498961,3.659673091,3.582921414,0.428896149,2.965381569,4.029825690,0.0000
96,100000,all,hash,5,9.577583,4.141047138,4.240957768,4.298372987,0.151653073,4.152274615,4.536958846,0.0000
96,100000,first,hash,5,12.939125,4.412435755,4.544150072,4.662797087,0.489300469,4.210713659,5.453032004,0.0000
96,1000000,all,hash,5,107.754500,3.249755170,4.367520015,4.356764202,0.075828599,4.240751098,4.451692767,0.0000
96,1000000,first,hash,5,116.107875,3.041146418,4.251378167,4.197563521,0.201032973,3.916970916,4.410489929,0.0000
104,64,all,aho_corasick,5,1.632167,2.030483346,2.046393634,2.072755587,0.125857408,1.946598382,2.258061106,0.9242
104,64,all,hash,5,0.008531,2.027568359,2.027653254,2.021631513,0.053064638,1.939445212,2.088097980,0.0000
112,16,first,aho_corasick,5,0.604711,2.324492276,2.330942982,2.348620368,0.172617594,2.126360648,2.536027988,0.0000
112,16,first,hash,5,0.005104,2.764236544,2.764305891,2.765660264,0.274717628,2.415149952,3.181223910,18.5917
112,64,all,aho_corasick,5,2.139854,2.376620577,2.398500399,2.401830828,0.342238315,2.016723554,2.873423158,35.4634
112,64,all,hash,5,0.007864,1.770508746,1.770588853,1.790971816,0.070646019,1.704673238,1.890093729,0.0000
112,128,all,aho_corasick,5,3.198041,1.953628173,1.985282069,1.999787751,0.067184831,1.943988407,2.115930563,3.8713
112,128,all,hash,5,0.017000,1.911107008,1.911290342,1.920658159,0.016501483,1.907428270,1.947022151,0.0000
112,256,all,aho_corasick,5,8.105625,2.675092560,2.752661165,2.811343215,0.469089660,2.313337043,3.337221666,0.0000
112,256,all,hash,5,0.059833,2.980602369,2.981304457,2.922563239,0.131726991,2.702374175,3.020000630,8.3063
120,16,first,aho_corasick,5,0.479211,1.861921669,1.866728963,1.865346918,0.182546009,1.683895670,2.081417593,0.0000
120,16,first,hash,5,0.003997,2.366170113,2.366210398,2.334237367,0.102758335,2.152563514,2.402054807,26.7570
120,256,all,aho_corasick,5,9.736541,3.086635497,3.187203206,3.201335680,0.093636378,3.080623839,3.325700849,42.1978
120,256,all,hash,5,0.046791,2.240795098,2.241387187,2.280389771,0.171263656,2.046893826,2.457390915,0.0000
128,1,all,aho_corasick,5,0.030501,1.036954770,1.037256905,1.039568390,0.009063941,1.030835117,1.054052139,0.0000
128,1,all,hash,5,0.000342,1.556182479,1.556186072,1.543189564,0.021544268,1.508841832,1.558725102,50.0290
128,1,first,aho_corasick,5,0.033529,0.429671662,0.430015967,0.428127302,0.009718674,0.413078467,0.439420499,0.0000
128,1,first,hash,5,0.000439,1.426312852,1.426316452,1.428577718,0.007446558,1.423148843,1.441548115,231.6892
128,2,all,aho_corasick,5,0.072878,4.443908680,4.444546645,4.438234764,0.346597720,3.907734631,4.838064195,168.6273
128,2,all,hash,5,0.000705,1.654532810,1.654539931,1.697790908,0.105612143,1.609459067,1.856835242,0.0000
128,2,first,aho_corasick,5,0.067082,4.021858542,4.022500992,4.033314449,0.242021182,3.789628645,4.387210852,152.6387
128,2,first,hash,5,0.000649,1.592187450,1.592194877,1.596837721,0.013598461,1.588123891,1.620954298,0.0000
128,3,all,aho_corasick,5,0.085532,2.666122486,2.666938300,2.697277122,0.083608398,2.604574023,2.799301055,47.5434
128,3,all,hash,5,0.001022,1.807554053,1.807561819,1.873571229,0.125032954,1.751818059,2.053538677,0.0000
128,3,first,aho_corasick,5,0.114132,3.331615643,3.332763966,3.275641392,0.411545986,2.639017303,3.632896526,75.5596
128,3,first,hash,5,0.000923,1.898357430,1.898366199,2.022510384,0.218165788,1.856168195,2.365075379,0.0000
128,4,all,aho_corasick,5,0.114223,1.487110900,1.488248534,1.501866803,0.035518195,1.479745801,1.565049726,0.0000
128,4,all,hash,5,0.001077,1.716057425,1.716067274,1.732660127,0.107573726,1.615265128,1.849424664,15.3078
128,4,first,aho_corasick,5,0.115783,1.475594044,1.476743369,1.488630429,0.049992273,1.428691408,1.565902914,0.0000
128,4,first,hash,5,0.000997,1.601899127,1.601909269,1.622211036,0.047707200,1.573645793,1.683174026,8.4758
128,8,all,aho_corasick,5,0.231454,1.507765921,1.510032685,1.532590772,0.043656878,1.494131677,1.583919705,0.0000
128,8,all,hash,5,0.001557,1.723044443,1.723061395,1.726283387,0.040115696,1.686087959,1.767847540,14.1076
128,8,first,aho_corasick,5,0.217466,1.421114104,1.423280129,1.436636319,0.027953032,1.419058627,1.485425624,0.0000
128,8,first,hash,5,0.001639,1.531078915,1.531098720,1.526242309,0.033224799,1.491524231,1.566906275,7.5754
128,11,first,aho_corasick,5,0.313420,1.498941348,1.502109049,1.501090256,0.028646530,1.469426636,1.546061472,0.0000
128,11,first,hash,5,0.002246,1.838041966,1.838070333,1.825090935,0.040021309,1.776591467,1.861589267,22.3660
128,13,first,aho_corasick,5,0.353823,1.465929021,1.469498804,1.472367579,0.009907935,1.462068053,1.488466814,0.0000
128,13,first,hash,5,0.002600,1.935786284,1.935814471,1.942540862,0.088799073,1.852786694,2.088881889,31.7330
128,16,all,aho_corasick,5,0.478638,1.740241402,1.745061691,1.742046217,0.056481576,1.677793479,1.818509930,0.0000
128,16,all,hash,5,0.003021,1.792974295,1.793009996,1.779794910,0.069530225,1.703991332,1.848052086,2.7477
128,16,first,aho_corasick,5,0.502852,1.782396713,1.787533033,1.784111371,0.048456972,1.716357183,1.844579880,4.2657
128,16,first,hash,5,0.003089,1.714372220,1.714402402,1.705719140,0.072971878,1.616401498,1.780871996,0.0000
128,32,all,aho_corasick,5,0.919703,1.837592799,1.847007671,1.842482592,0.044965559,1.768653298,1.883628623,0.0000
128,32,all,hash,5,0.006953,1.893874849,1.893952036,1.904176277,0.094793763,1.824206923,2.057090733,2.5416
128,32,first,aho_corasick,5,0.972677,1.954268536,1.964051895,1.959084798,0.041173051,1.898316067,2.005738903,18.9097
128,32,first,hash,5,0.006005,1.651645117,1.651716939,1.652226177,0.028478023,1.624349345,1.694379517,0.0000
128,38,all,aho_corasick,5,1.015226,1.777368623,1.787589193,1.828974230,0.159322895,1.667065703,2.071742552,10.8745
128,38,all,hash,5,0.006137,1.612201506,1.612262873,1.618559556,0.041263448,1.571870108,1.684460239,0.0000
128,45,all,aho_corasick,5,1.734299,2.557836627,2.575298363,2.547866217,0.380882361,2.011320718,2.978658601,24.7085
128,45,all,hash,5,0.007590,2.064967650,2.065053830,2.076887245,0.018339113,2.062530096,2.099037994,0.0000
128,64,all,aho_corasick,5,1.964146,2.114400585,2.133505537,2.087345135,0.114109025,1.950225336,2.213943121,21.0472
128,64,all,hash,5,0.011302,1.762435491,1.762540280,1.783296820,0.061875863,1.732277497,1.890981542,0.0000
128,64,first,aho_corasick,5,1.971937,1.991384909,2.011280997,2.012207028,0.035960597,1.961943992,2.057736766,20.9217
128,64,first,hash,5,0.010615,1.663185445,1.663291796,1.687491270,0.057372286,1.628696865,1.769423967,0.0000
128,91,all,aho_corasick,5,4.423875,3.321293850,3.365816410,3.297014931,0.139163152,3.060295521,3.395168112,4.8675
128,91,all,hash,5,0.023153,3.209335165,3.209590300,3.211806640,0.262274720,2.925509513,3.621133811,0.0000
128,108,all,aho_corasick,5,4.714500,3.202677709,3.249620806,3.381134923,0.359512118,3.011482158,3.774471884,0.0000
128,108,all,hash,5,0.021208,3.525877623,3.526111371,3.581786455,0.491329012,3.063839516,4.223028849,8.5084
128,128,all,aho_corasick,5,5.638667,2.753300743,2.810004795,2.866079226,0.435154063,2.339403031,3.383013859,0.0000
128,128,all,hash,5,0.037812,4.378899572,4.379362071,4.675072107,1.873165353,2.969901350,7.844935350,55.8489
128,128,first,aho_corasick,5,3.681563,2.076998346,2.115960978,2.124048128,0.049880010,2.050518814,2.172395660,36.8117
128,128,first,hash,5,0.022333,1.546385247,1.546622952,1.568194406,0.040020712,1.543804617,1.637666100,0.0000
128,181,all,aho_corasick,5,5.221063,2.131789906,2.184270006,2.181184806,0.042991827,2.143726343,2.248873002,0.0000
128,181,all,hash,5,0.042042,3.036305597,3.036802886,3.003061037,0.503790295,2.372382965,3.669348706,39.0306
128,215,all,aho_corasick,5,10.790188,4.059637711,4.156097933,4.133657607,0.392327563,3.586820121,4.533348638,33.4840
128,215,all,hash,5,0.032771,3.113172104,3.113555023,3.315654075,0.393836141,3.040772458,3.989032017,0.0000
128,256,all,aho_corasick,5,7.920208,2.304105392,2.383402733,2.443841194,0.150174837,2.289507921,2.653548863,41.2673
128,256,all,hash,5,0.042291,1.686766216,1.687157876,1.689220706,0.036631881,1.658702103,1.750196080,0.0000
128,256,first,aho_corasick,5,7.873250,2.293195834,2.373572333,2.375527249,0.069001358,2.278791692,2.460140080,38.8052
128,256,first,hash,5,0.043125,1.709534081,1.710002830,1.690048618,0.039440504,1.644640871,1.729075702,0.0000
128,1000,all,aho_corasick,5,33.748083,3.707534255,4.076373507,4.056167220,0.143031770,3.828886092,4.210298659,142.5339
128,1000,all,hash,5,0.160000,1.678954142,1.680744139,1.674069318,0.046490776,1.624055502,1.741140268,0.0000
128,1000,first,aho_corasick,5,39.064959,4.093070564,4.485433119,4.433846632,0.561749610,3.789410751,5.196110438,181.0352
128,1000,first,hash,5,0.163250,1.594218062,1.596039718,1.668368411,0.128431150,1.555166050,1.811928876,0.0000
128,10000,all,aho_corasick,5,409.748458,7.357904874,11.461014168,11.874028918,1.195599682,10.421409567,13.188715283,521.1530
128,10000,all,hash,5,1.400542,1.831895506,1.845119220,1.851656461,0.035138564,1.812978464,1.908273263,0.0000
128,10000,first,aho_corasick,5,378.051292,6.627424245,10.315153120,11.351267966,1.859646116,10.064031542,14.471560637,550.0970
128,10000,first,hash,5,1.354541,1.572756854,1.586709747,1.589371653,0.007879022,1.582831414,1.601322217,0.0000
128,100000,all,hash,5,14.414375,2.762577805,2.910643759,2.901230030,0.029346339,2.857561365,2.934189132,0.0000
128,100000,first,hash,5,13.076334,2.202796434,2.333664083,2.323578687,0.027133071,2.286548347,2.350104050,0.0000
128,1000000,all,hash,5,136.815292,2.212374745,3.640608969,3.629319241,0.022589967,3.597446555,3.649741451,0.0000
128,1000000,first,hash,5,134.648042,2.100858298,3.490417599,3.469459561,0.062677052,3.390725309,3.536452507,0.0000
