k,patterns,mode,algorithm,runs,median_fixed_ns_per_matcher,fixed_p2_5_ns_per_matcher,fixed_p97_5_ns_per_matcher,median_search_ns_per_base,search_p2_5_ns_per_base,search_p97_5_ns_per_base
12,16,first,aho_corasick,5,52683.938000000,52409.237500000,64845.419200000,1.524115648,1.515006290,1.586993821
12,16,first,bndmq,5,8439.500000000,7739.088000000,11925.762000000,3.508502058,3.445314311,3.530158512
12,16,first,hash,5,1159.688000000,947.768800000,1512.656300000,1.783988842,1.764908781,1.847595344
12,32,all,aho_corasick,5,104277.125000000,99096.862500000,144635.425000000,2.141461288,2.104386557,2.215113595
12,32,all,bndmq,5,11827.125000000,11567.762500000,18741.487500000,8.879691832,8.843871911,9.238387351
12,32,all,hash,5,2371.875000000,1752.375000000,2650.587500000,2.548134555,2.489642927,2.588358020
12,32,first,aho_corasick,5,103634.500000000,95492.712500000,122869.600000000,1.567136143,1.535745941,1.616226645
12,32,first,bndmq,5,11234.750000000,10834.187500000,18038.362500000,6.794438254,6.731584258,6.905851256
12,32,first,hash,5,1718.250000000,1607.125000000,2361.250000000,1.775378937,1.749792292,1.843215113
12,64,all,aho_corasick,5,200544.250000000,168918.400000000,274709.450000000,2.168903169,2.152607428,2.245827916
12,64,all,bndmq,5,42088.500000000,36779.650000000,52545.325000000,17.568546412,17.423121152,18.131269467
12,64,all,hash,5,2627.250000000,2527.525000000,3522.725000000,2.454304946,2.432445177,2.538202028
12,64,first,aho_corasick,5,224130.500000000,169707.575000000,262531.100000000,1.614543864,1.578141069,1.627368092
12,64,first,bndmq,5,42962.750000000,37439.850000000,50900.000000000,13.378276434,13.183977358,13.494668745
12,64,first,hash,5,2647.500000000,2556.300000000,14167.925000000,1.894328505,1.799437126,1.913258996
12,128,all,aho_corasick,5,344132.500000000,330134.300000000,427253.100000000,2.295271259,2.242376689,2.326609637
12,128,all,hash,5,4733.500000000,4570.550000000,7470.250000000,2.603469433,2.541605677,2.629123463
12,128,first,aho_corasick,5,352993.500000000,336633.550000000,400767.150000000,1.678238484,1.657638224,1.780916086
12,128,first,hash,5,4819.000000000,4605.000000000,7046.400000000,1.877913604,1.827615435,1.892025703
12,256,all,aho_corasick,5,682142.000000000,642597.600000000,1000327.900000000,2.521350607,2.468477548,2.535885491
12,256,all,hash,5,8537.000000000,7610.100000000,15712.900000000,2.760308819,2.542459954,2.844449509
12,256,first,aho_corasick,5,793130.000000000,655833.100000000,944037.700000000,1.900619339,1.828376640,1.933823943
12,256,first,hash,5,7974.000000000,7570.100000000,13953.400000000,1.897558995,1.843690671,1.947936316
12,1000,all,aho_corasick,5,2651828.000000000,2452655.900000000,2840225.300000000,3.706826736,3.696005467,3.846566618
12,1000,all,hash,5,23434.000000000,19376.000000000,42215.800000000,2.533047084,2.498295793,2.640921166
12,1000,first,aho_corasick,5,2556961.000000000,2324161.200000000,3093322.800000000,3.155929708,2.880116907,3.188306692
12,1000,first,hash,5,19507.000000000,19306.200000000,37785.800000000,1.858509743,1.752886949,1.874940448
12,10000,all,aho_corasick,5,24575068.000000000,23196511.500000000,28714133.500000000,9.080985938,8.995511304,9.394073576
12,10000,all,hash,5,170137.000000000,163606.100000000,471158.600000000,3.095760938,3.040851847,3.164421041
12,10000,first,aho_corasick,5,25581384.000000000,23260557.400000002,27251891.800000001,6.664271911,6.534607389,6.913811641
12,10000,first,hash,5,181118.000000000,160804.300000000,301135.600000000,2.232521215,2.153093904,2.388332150
12,100000,all,hash,5,2149220.000000000,1924612.500000000,5631478.600000000,6.041999866,5.837676349,6.271139898
12,100000,first,aho_corasick,5,261192330.000000000,226011702.800000012,285337301.699999988,13.347334725,12.753008193,15.753974771
12,100000,first,hash,5,2448909.000000000,1955102.000000000,4118071.200000000,3.594878300,3.490366859,3.785046460
12,1000000,all,hash,5,46974177.000000000,45154717.600000001,57381284.899999999,15.398482383,15.123911022,15.923938462
12,1000000,first,hash,5,50493358.000000000,49667902.900000006,54009790.600000001,2.574498441,2.405196893,2.630516447
16,1,all,aho_corasick,5,13132.312000000,11409.639500000,14197.406700000,0.613281360,0.601194827,0.632229859
16,1,all,bndmq,5,735.891000000,696.631100000,1165.265800000,0.322459985,0.308606861,0.331666220
16,1,all,hash,5,265.328000000,240.815500000,328.326700000,1.993715434,1.952674438,2.134083340
16,1,first,aho_corasick,5,12561.875000000,11873.682400000,14737.842300000,0.323976821,0.321659696,0.340364547
16,1,first,bndmq,5,676.594000000,656.699800000,1202.161000000,0.268214649,0.260169462,0.276773785
16,1,first,hash,5,234.500000000,201.485500000,330.571600000,1.409598641,1.389605081,1.502880265
16,2,all,aho_corasick,5,16633.219000000,15737.673000000,19638.465800000,5.685196945,5.651007077,5.734104735
16,2,all,bndmq,5,1298.984000000,1271.596900000,2053.599700000,0.579838531,0.551388118,0.594730871
16,2,all,hash,5,342.203000000,301.471900000,515.160700000,2.069659284,2.011115668,2.097561236
16,2,first,aho_corasick,5,18442.219000000,17562.037500000,22618.517100000,4.318092004,4.299433584,4.413512887
16,2,first,bndmq,5,1359.578000000,1236.976800000,1780.826800000,0.444124832,0.440563377,0.447298357
16,2,first,hash,5,327.969000000,294.375300000,446.866700000,1.442935414,1.435519781,1.462422681
16,4,all,aho_corasick,5,23617.500000000,22719.812600000,29391.451400000,2.161155562,2.094439518,2.165652479
16,4,all,bndmq,5,2404.188000000,2275.473400000,3579.265700000,1.038718654,1.022800614,1.045827333
16,4,all,hash,5,469.469000000,358.082900000,689.848700000,2.153113891,2.126415696,3.197181120
16,4,first,aho_corasick,5,23486.312000000,22574.168600000,28899.520000000,1.563162035,1.547682776,1.653849117
16,4,first,bndmq,5,2438.453000000,2381.274800000,2953.025200000,0.808775317,0.800791270,0.821170756
16,4,first,hash,5,482.156000000,431.865600000,557.693900000,1.580151001,1.562357167,1.597080997
16,8,all,aho_corasick,5,39978.938000000,36795.108900000,42146.781300000,2.111738384,2.083214283,2.199140422
16,8,all,bndmq,5,4278.906000000,4172.549600000,6540.022100000,1.924851265,1.895741326,1.946154098
16,8,all,hash,5,742.000000000,590.297300000,848.765400000,2.441985456,2.387690857,2.498224013
16,8,first,aho_corasick,5,40914.438000000,37754.375000000,43944.737500000,1.601160263,1.570072466,1.643299228
16,8,first,bndmq,5,4625.156000000,4411.128400000,5833.294000000,1.467245288,1.452056197,1.525868769
16,8,first,hash,5,653.094000000,597.321900000,979.625400000,1.784320412,1.762954886,1.886006833
16,16,all,aho_corasick,5,65331.250000000,64722.980800000,88252.069200000,2.072576618,1.981946780,2.145378346
16,16,all,bndmq,5,7393.188000000,7252.587000000,10627.587500000,3.752095483,3.684427471,3.886841327
16,16,all,hash,5,1085.188000000,995.375000000,1681.250400000,2.483810118,2.474379816,2.526579894
16,16,first,aho_corasick,5,69823.375000000,64803.181700000,86458.568800000,1.631677646,1.553145008,1.638393216
16,16,first,bndmq,5,8414.438000000,8279.138000000,12053.493300000,2.831726245,2.786297799,2.861614243
16,16,first,hash,5,1373.125000000,955.337500000,6948.330800000,1.841159233,1.771340291,1.897496142
16,32,all,aho_corasick,5,130184.125000000,124290.737500000,154179.525000000,2.150076839,2.129227793,2.213318498
16,32,all,bndmq,5,11592.875000000,11005.275000000,19406.462500000,7.144684813,7.057491328,7.283427406
16,32,all,hash,5,2284.250000000,1798.762500000,3339.550000000,2.473016986,2.464889877,2.512825779
16,32,first,aho_corasick,5,134234.250000000,122050.212500000,155107.512500000,1.568448232,1.555998406,1.576576313
16,32,first,bndmq,5,12065.000000000,11414.175000000,18535.937500000,5.451814545,5.428612809,5.492182928
16,32,first,hash,5,2428.375000000,1724.387500000,3258.400000000,1.786267860,1.727969973,1.789690691
16,64,all,aho_corasick,5,237838.750000000,236364.300000000,333724.875000000,2.250567815,2.203802871,2.274795531
16,64,all,bndmq,5,40305.500000000,37801.425000000,49425.500000000,14.200793234,14.112189571,14.423481672
16,64,all,hash,5,2875.250000000,2696.250000000,4196.725000000,2.446744606,2.398128863,2.452655206
16,64,first,aho_corasick,5,282497.000000000,238190.350000000,332451.650000000,1.630306788,1.601938101,1.677680072
16,64,first,bndmq,5,47718.750000000,35977.975000000,49668.600000000,10.633263744,10.502074382,10.685462913
16,64,first,hash,5,3449.250000000,2768.000000000,5346.475000000,1.800122259,1.788148984,1.858373584
16,128,all,aho_corasick,5,462598.500000000,451156.750000000,481660.200000000,2.318956402,2.288455031,2.335738460
16,128,all,hash,5,5275.000000000,5035.550000000,7778.850000000,2.467778294,2.438956410,2.492584359
16,128,first,aho_corasick,5,474064.500000000,458634.700000000,547125.350000000,1.741712227,1.731796347,1.766336598
16,128,first,hash,5,5485.000000000,5238.500000000,8200.950000000,1.799223652,1.749565533,1.848107896
16,256,all,aho_corasick,5,963798.000000000,844478.200000000,1040489.100000000,2.561105258,2.511464059,2.583174700
16,256,all,hash,5,8626.000000000,8081.200000000,15161.800000000,2.538624213,2.495168379,2.623942047
16,256,first,aho_corasick,5,857620.000000000,832574.400000000,1087738.800000000,1.998991572,1.879839254,2.010928714
16,256,first,hash,5,8796.000000000,8238.100000000,13525.800000000,1.787760134,1.757093637,1.809657392
16,1000,all,aho_corasick,5,3567005.000000000,3360086.700000000,4636459.300000000,4.137526505,3.941084218,4.205856722
16,1000,all,hash,5,22161.000000000,21433.100000000,54019.000000000,2.443600683,2.437716560,2.534054188
16,1000,first,aho_corasick,5,3673503.000000000,3357180.600000000,4145047.900000000,3.202801804,3.140678454,3.225151950
16,1000,first,hash,5,26389.000000000,21371.100000000,37838.600000000,1.747661505,1.731646635,1.803788201
16,10000,all,aho_corasick,5,42684053.000000000,37804851.000000000,44043032.100000001,9.174269081,8.878987420,9.436660051
16,10000,all,hash,5,187600.000000000,185926.200000000,409795.000000000,3.107451665,3.008114414,3.144126549
16,10000,first,aho_corasick,5,39550717.000000000,37640125.200000003,40198609.300000004,6.898215654,6.802872529,6.983628589
16,10000,first,hash,5,198299.000000000,189376.100000000,384069.300000000,2.198776812,2.177646393,2.275716399
16,100000,all,hash,5,2325577.000000000,2142401.000000000,3862639.900000000,5.750522199,5.312549200,6.186622837
16,100000,first,hash,5,2477493.000000000,2171382.700000000,3635643.800000000,4.305287949,4.215991996,4.713495044
16,1000000,all,hash,5,51199870.000000000,47628135.000000007,72595537.900000006,7.213745203,6.993683069,7.382993243
16,1000000,first,hash,5,50449707.000000000,47793610.299999997,65684990.899999999,6.145845288,6.003915450,6.279830157
20,1,all,aho_corasick,5,13344.891000000,12269.937600000,16375.795200000,0.601849533,0.595301465,0.618068631
20,1,all,bndmq,5,655.453000000,591.636400000,1099.338900000,0.278678929,0.273636965,0.291635657
20,1,all,hash,5,220.266000000,206.050000000,373.465800000,1.885338587,1.860079757,1.907415299
20,1,first,aho_corasick,5,12595.688000000,12364.776800000,17266.398200000,0.313845198,0.310340267,0.331924040
20,1,first,bndmq,5,726.359000000,643.825200000,1154.582900000,0.245319829,0.244030286,0.253375057
20,1,first,hash,5,240.922000000,210.877800000,450.946400000,1.331737408,1.329258530,1.358887543
20,2,all,aho_corasick,5,18746.688000000,17005.214100000,22802.229500000,5.862266330,5.680840165,6.620215877
20,2,all,bndmq,5,1392.750000000,1364.988700000,2035.407600000,0.460244949,0.453386457,0.475390973
20,2,all,hash,5,349.094000000,264.107800000,468.495500000,1.995596204,1.937968126,2.003229092
20,2,first,aho_corasick,5,18229.016000000,16882.493600000,19601.379600000,4.298092274,4.214626554,4.431057531
20,2,first,bndmq,5,1397.297000000,1331.037400000,1802.259000000,0.371407410,0.369376520,0.374778799
20,2,first,hash,5,314.188000000,292.345800000,404.328100000,1.390103957,1.365000556,1.396072724
20,4,all,aho_corasick,5,27002.406000000,26130.174700000,28357.220600000,2.179455230,2.118914772,2.208681895
20,4,all,bndmq,5,2600.312000000,2364.953000000,2993.649800000,0.810284544,0.806095648,0.851001413
20,4,all,hash,5,555.406000000,432.720300000,645.736200000,2.110311160,2.089654205,2.158478638
20,4,first,aho_corasick,5,26030.438000000,25506.748800000,31576.075300000,1.595771371,1.587116719,1.631366687
20,4,first,bndmq,5,2735.422000000,2579.121500000,3438.913900000,0.649856258,0.629925436,0.675553406
20,4,first,hash,5,563.234000000,432.129300000,628.001800000,1.533751400,1.508276904,1.574852351
20,8,all,aho_corasick,5,53796.312000000,43771.753300000,64122.437700000,2.139854465,2.104592410,2.164980606
20,8,all,bndmq,5,4880.031000000,4612.803300000,5151.559400000,1.590147795,1.548624369,1.619692928
20,8,all,hash,5,665.031000000,633.162700000,2557.318500000,2.546306498,2.484117967,2.680371356
20,8,first,aho_corasick,5,45657.375000000,43972.078300000,64119.337500000,1.562455391,1.544084042,1.621620797
20,8,first,bndmq,5,4448.625000000,4210.784200000,6037.837700000,1.197815460,1.183617628,1.217745152
20,8,first,hash,5,664.969000000,606.106000000,1050.952700000,1.785630680,1.764575243,1.833726070
20,16,all,aho_corasick,5,88245.250000000,79382.087000000,97810.050000000,2.157344105,2.023740139,2.241822794
20,16,all,bndmq,5,9112.000000000,7607.393800000,18223.200000000,2.895476495,2.855993028,2.950614585
20,16,all,hash,5,1532.875000000,1064.568800000,1668.475400000,2.384505056,2.381739308,2.391320883
20,16,first,aho_corasick,5,87383.625000000,80264.505800000,105008.881300000,1.564086979,1.536282089,1.605705960
20,16,first,bndmq,5,7621.750000000,7469.081700000,11591.525400000,2.185313440,2.172505839,2.256532929
20,16,first,hash,5,1581.000000000,1141.200000000,1793.712500000,1.796911149,1.791584893,1.828253226
20,32,all,aho_corasick,5,170280.250000000,158032.737500000,287208.075000000,2.082436741,2.050514233,2.187877763
20,32,all,bndmq,5,11743.250000000,11337.662500000,49304.025000000,5.599572353,5.561863848,5.665962444
20,32,all,hash,5,2656.125000000,1881.875000000,3435.450000000,2.398241984,2.378166587,2.463965760
20,32,first,aho_corasick,5,148814.000000000,147624.550000000,188880.700000000,1.660295998,1.618610116,1.670239072
20,32,first,bndmq,5,13281.000000000,12581.650000000,22163.162500000,4.320720114,4.254671614,4.375357453
20,32,first,hash,5,2458.250000000,1775.000000000,2766.725000000,1.811282680,1.759435868,1.874543985
20,64,all,aho_corasick,5,310148.500000000,290563.300000000,373888.225000000,2.211887085,2.170355605,2.288337691
20,64,all,bndmq,5,47613.750000000,35100.200000000,81783.975000000,11.260804034,11.064954518,11.323768877
20,64,all,hash,5,3213.500000000,3143.725000000,6601.425000000,2.451964874,2.433099667,2.502388874
20,64,first,aho_corasick,5,318920.000000000,292643.050000000,378006.900000000,1.716719416,1.689684946,1.739363728
20,64,first,bndmq,5,38805.000000000,36871.575000000,53080.575000000,8.317627399,8.296082728,8.548273010
20,64,first,hash,5,3659.500000000,3126.525000000,4619.450000000,1.858906369,1.805421044,1.887368828
20,128,all,aho_corasick,5,709698.500000000,588732.200000000,737516.150000000,2.268369023,2.244117074,2.338771248
20,128,all,hash,5,5545.000000000,4939.000000000,9460.050000000,2.586257857,2.531291884,2.613894609
20,128,first,aho_corasick,5,606391.000000000,586417.950000000,753831.250000000,1.757101126,1.733946574,1.775530233
20,128,first,bndmq,5,69860.500000000,68958.750000000,99945.250000000,16.654339441,16.526522349,16.848373382
20,128,first,hash,5,6447.000000000,4974.050000000,7854.500000000,1.910185630,1.875802061,1.927669937
20,256,all,aho_corasick,5,1180403.000000000,1094626.300000000,1413072.800000000,2.601922646,2.493495905,2.613566570
20,256,all,hash,5,9297.000000000,9082.100000000,18404.400000000,2.403022524,2.399320154,2.461693281
20,256,first,aho_corasick,5,1235866.000000000,1128916.200000000,1447733.700000000,2.086488127,2.028351508,2.171037097
20,256,first,hash,5,9468.000000000,8913.100000000,18772.700000000,1.872017396,1.815253433,1.933127373
20,1000,all,aho_corasick,5,4493883.000000000,4465111.300000000,5739673.800000000,4.310323999,4.191221592,4.325313395
20,1000,all,hash,5,24407.000000000,24138.000000000,40121.900000000,2.536813966,2.484935575,2.551460508
20,1000,first,aho_corasick,5,4797331.000000000,4458603.400000000,5802134.800000000,2.850188220,2.670763762,3.326792496
20,1000,first,hash,5,25026.000000000,24387.100000000,46116.200000000,1.891925496,1.835557697,1.924675640
20,10000,all,aho_corasick,5,57333221.000000000,55941383.400000006,60515678.299999997,10.038320443,9.279653694,11.427830872
20,10000,all,hash,5,383977.000000000,221901.500000000,532654.300000000,2.960407369,2.907130565,3.031201695
20,10000,first,aho_corasick,5,57618482.000000000,57097791.300000004,61469698.799999997,7.530666529,7.438687635,8.842400139
20,10000,first,hash,5,228355.000000000,215923.000000000,585796.900000000,2.235710959,2.213655026,2.265038419
20,100000,all,hash,5,2512066.000000000,2422865.700000000,5483116.800000000,5.698483013,5.577203211,5.938720536
20,100000,first,hash,5,3321756.000000000,3127357.300000000,4176328.900000000,4.734823600,4.268162399,4.859313006
20,1000000,all,hash,5,51639761.000000000,48645353.700000003,72117231.700000003,6.986875766,6.859186635,7.271549643
20,1000000,first,hash,5,51177715.000000000,49307986.400000006,58438659.000000000,5.703300203,5.644455094,5.906113287
24,1,all,aho_corasick,5,14258.156000000,13193.834200000,17873.830100000,0.592228875,0.586481746,0.597104920
24,1,all,bndmq,5,789.438000000,714.845200000,1753.531600000,0.266440846,0.262035270,0.312890816
24,1,all,hash,5,250.141000000,225.410900000,326.904600000,1.942666549,1.874576946,2.026335626
24,1,first,aho_corasick,5,13321.578000000,13000.922200000,15255.673700000,0.292964031,0.288036033,0.305307556
24,1,first,bndmq,5,903.719000000,618.156600000,1100.042000000,0.244293650,0.232933883,0.263660799
24,1,first,hash,5,230.891000000,208.315700000,324.511100000,1.340161199,1.307229734,1.395774312
24,2,all,aho_corasick,5,20862.500000000,19106.602700000,21186.779700000,5.643469216,5.575730262,6.196356952
24,2,all,bndmq,5,1749.359000000,1590.315800000,2239.772300000,0.477310254,0.468569779,0.511468680
24,2,all,hash,5,403.094000000,350.572200000,596.821800000,2.041417889,1.985028161,2.165480891
24,2,first,aho_corasick,5,21057.078000000,18548.793700000,23507.417500000,4.200738685,4.167482996,4.273033389
24,2,first,bndmq,5,1249.844000000,1170.215700000,2045.327800000,0.358360290,0.355695394,0.362630437
24,2,first,hash,5,397.469000000,337.859000000,523.352900000,1.375733996,1.371237465,1.427824804
24,4,all,aho_corasick,5,31336.422000000,29448.898900000,33881.154500000,2.116809898,2.065958073,2.203803874
24,4,all,bndmq,5,2561.344000000,2435.264200000,3478.198300000,0.709347154,0.702752753,0.725425466
24,4,all,hash,5,555.266000000,431.502000000,649.668300000,2.130955158,2.098687977,2.153049307
24,4,first,aho_corasick,5,31106.156000000,28961.050000000,34295.141700000,1.625173198,1.610760103,1.635944434
24,4,first,bndmq,5,2750.438000000,2411.983200000,3213.698800000,0.569499514,0.549337793,0.586641068
24,4,first,hash,5,432.844000000,406.674700000,639.056200000,1.494468198,1.483007009,1.540304122
24,8,all,aho_corasick,5,57864.906000000,51593.771900000,64222.924600000,2.147710323,2.103138414,2.204173641
24,8,all,bndmq,5,5085.438000000,4673.850000000,6339.190400000,1.273297194,1.239990063,1.285611193
24,8,all,hash,5,896.969000000,727.646900000,1298.243300000,2.355321860,2.335396994,2.482192432
24,8,first,aho_corasick,5,52617.812000000,50135.350000000,61154.253100000,1.580427236,1.557851930,1.630608396
24,8,first,bndmq,5,4676.844000000,4306.040900000,6146.249800000,0.964355681,0.954256911,0.976820266
24,8,first,hash,5,1000.938000000,846.328600000,1175.127900000,1.727896797,1.690169109,1.768921883
24,16,all,aho_corasick,5,108830.500000000,94277.480800000,121719.324600000,2.135268641,2.108273092,2.162432822
24,16,all,bndmq,5,8500.188000000,7860.256300000,11483.562500000,2.406855581,2.369287120,2.447194601
24,16,all,hash,5,1174.688000000,1122.625000000,1904.606200000,2.455958639,2.411971861,2.481629283
24,16,first,aho_corasick,5,116807.812000000,94958.650000000,130677.456300000,1.641854811,1.628609350,1.687777197
24,16,first,bndmq,5,8106.375000000,7955.268700000,11518.393800000,1.800499314,1.762135104,1.843946916
24,16,first,hash,5,1143.375000000,1067.875000000,1760.030800000,1.710574522,1.704790323,1.740813073
24,32,all,aho_corasick,5,178280.125000000,173749.412500000,188381.787500000,2.213562402,2.189430466,2.264220918
24,32,all,bndmq,5,17259.625000000,12291.437500000,22964.912500000,4.586763506,4.546709243,4.861365440
24,32,all,hash,5,2115.250000000,1938.887500000,3869.600000000,2.350396617,2.325914713,2.374632147
24,32,first,aho_corasick,5,187885.500000000,176313.437500000,228407.412500000,1.663856669,1.613722197,1.707752360
24,32,first,bndmq,5,12403.000000000,12060.412500000,38141.412500000,3.358677401,3.338912869,3.459249994
24,32,first,hash,5,1943.750000000,1889.125000000,2806.325000000,1.703217394,1.689310905,1.710388955
24,64,all,aho_corasick,5,377484.250000000,352332.200000000,499237.075000000,2.267518170,2.193871633,2.280582673
24,64,all,bndmq,5,29748.250000000,29482.775000000,70898.725000000,9.417690188,9.193642821,9.423071077
24,64,all,hash,5,3173.500000000,3117.525000000,4995.375000000,2.522140953,2.464425833,2.550913752
24,64,first,aho_corasick,5,370914.250000000,365369.775000000,471754.175000000,1.749156067,1.699665028,1.794379076
24,64,first,bndmq,5,36868.500000000,36459.750000000,103406.850000000,6.658076635,6.637696669,6.732029776
24,64,first,hash,5,3431.250000000,3332.000000000,5281.125000000,1.845703294,1.824299931,1.899069685
24,128,all,aho_corasick,5,822203.500000000,706324.900000000,1267018.600000000,2.372507895,2.359343177,2.420259478
24,128,all,bndmq,5,61710.000000000,59688.100000000,72027.150000000,18.021691037,17.897412406,18.345389986
24,128,all,hash,5,6387.500000000,5205.050000000,7820.900000000,2.393985822,2.352897835,2.454236270
24,128,first,aho_corasick,5,803613.500000000,748579.900000000,943802.150000000,1.793057014,1.752619153,1.804903607
24,128,first,bndmq,5,68693.000000000,65434.550000000,96552.550000000,13.527318105,13.465077261,13.780575079
24,128,first,hash,5,6151.500000000,5699.550000000,8075.900000000,1.771193618,1.707733765,1.835833368
24,256,all,aho_corasick,5,1344368.000000000,1292613.100000000,1508980.200000000,2.624981720,2.573584760,2.714477200
24,256,all,hash,5,10039.000000000,9751.100000000,17583.400000000,2.489153172,2.437220367,2.563387313
24,256,first,aho_corasick,5,1858448.000000000,1564405.400000000,2194616.100000000,2.324966740,2.262395897,2.342509178
24,256,first,hash,5,14357.000000000,9795.200000000,19225.000000000,1.840164740,1.814602913,1.870355228
24,1000,all,aho_corasick,5,6365586.000000000,5785932.899999999,6789539.500000000,4.174787550,4.066378298,4.665560175
24,1000,all,hash,5,33032.000000000,27273.000000000,95530.100000000,2.685355849,2.613889143,2.700962092
24,1000,first,aho_corasick,5,6592249.000000000,6352596.000000000,6833694.100000001,3.484815190,3.406771570,3.613495098
24,1000,first,hash,5,38191.000000000,26653.300000000,42920.900000000,1.942685705,1.897757263,1.958601894
24,10000,all,aho_corasick,5,71282623.000000000,67102447.400000006,73236933.299999997,9.416337967,9.383424615,9.695771618
24,10000,all,hash,5,289831.000000000,239647.000000000,439961.300000000,2.791895986,2.753561189,2.889306109
24,10000,first,aho_corasick,5,69918099.000000000,67371906.100000009,74356509.700000003,7.818615033,7.638137638,8.075099420
24,10000,first,hash,5,346384.000000000,244021.000000000,515643.200000000,2.142576975,2.112942203,2.210020267
24,100000,all,hash,5,2893318.000000000,2691372.800000000,5101421.399999999,5.468365353,5.447228462,5.553593802
24,100000,first,hash,5,2898497.000000000,2734082.600000000,4489466.200000000,4.191013588,4.082577547,5.748737123
24,1000000,all,hash,5,56300622.000000000,52711342.800000004,67826919.400000006,6.885956808,6.728520390,7.028610502
24,1000000,first,hash,5,56101056.000000000,54626872.400000006,76249900.900000006,5.851591507,5.743776313,6.183078941
31,1,all,aho_corasick,5,16256.406000000,15137.904500000,18178.289200000,0.664478547,0.650397628,0.692099257
31,1,all,bndmq,5,708.984000000,665.269100000,929.204900000,0.251774423,0.245492496,0.255384002
31,1,all,hash,5,282.859000000,256.064500000,399.653600000,1.899539419,1.875276447,1.978012753
31,1,first,aho_corasick,5,15661.094000000,14616.255000000,18503.739200000,0.300884397,0.294293162,0.328244342
31,1,first,bndmq,5,705.531000000,581.312400000,1017.247200000,0.236645859,0.235472666,0.251215732
31,1,first,hash,5,289.938000000,257.375200000,370.556600000,1.524323127,1.349212226,1.542847177
31,2,all,aho_corasick,5,25338.250000000,22632.282800000,27778.426600000,5.677110570,5.613899440,5.748363507
31,2,all,bndmq,5,1226.344000000,1211.534100000,1726.287200000,0.381639140,0.372097046,0.388115899
31,2,all,hash,5,352.844000000,341.923500000,496.757600000,1.937162893,1.906271808,1.954549339
31,2,first,aho_corasick,5,22651.172000000,21672.949900000,31892.841800000,4.335835843,4.185952891,4.474343417
31,2,first,bndmq,5,1269.859000000,1144.067200000,2395.845200000,0.324799176,0.324184617,0.334059276
31,2,first,hash,5,407.172000000,355.801600000,1018.932600000,1.448411903,1.360810349,1.563283787
31,4,all,aho_corasick,5,34798.188000000,34310.032800000,44424.781600000,2.092095702,2.047642289,2.150677294
31,4,all,bndmq,5,2340.141000000,2193.089400000,2665.425100000,0.635681793,0.629042992,0.638077813
31,4,all,hash,5,530.984000000,442.525400000,624.066800000,2.111577058,2.091118617,2.131089940
31,4,first,aho_corasick,5,38665.422000000,34427.117500000,43083.801200000,1.611615323,1.605222152,1.633741269
31,4,first,bndmq,5,2234.625000000,2161.034000000,4899.626300000,0.488315346,0.480307263,0.490259063
31,4,first,hash,5,435.344000000,423.175000000,576.901700000,1.486082081,1.477216168,1.504804779
31,8,all,aho_corasick,5,68896.344000000,67744.816100000,72772.912500000,2.082931766,2.013545676,2.148930298
31,8,all,bndmq,5,4739.812000000,4374.696600000,6877.894000000,1.151606649,1.117774468,1.161428095
31,8,all,hash,5,743.562000000,729.034200000,1068.437700000,2.389125488,2.356371448,2.481383370
31,8,first,aho_corasick,5,61457.438000000,61162.134400000,73625.037300000,1.619585833,1.585339932,1.652401468
31,8,first,bndmq,5,4155.250000000,3977.040800000,5602.356000000,0.828482039,0.805553733,0.847606961
31,8,first,hash,5,751.688000000,659.065800000,1187.021900000,1.714510196,1.701491820,1.800662423
31,16,all,aho_corasick,5,130298.250000000,116605.425000000,144769.444200000,2.230837283,2.179276955,2.246320708
31,16,all,bndmq,5,7987.438000000,6336.019200000,15565.100400000,1.994719009,1.990527903,2.025316679
31,16,all,hash,5,1594.875000000,1055.062000000,1655.875400000,2.390690358,2.367358163,2.409287320
31,16,first,aho_corasick,5,118472.875000000,118046.575000000,134719.924600000,1.608089291,1.595267917,1.624591559
31,16,first,bndmq,5,7264.812000000,6972.731300000,13935.212000000,1.442479221,1.424279123,1.455776677
31,16,first,hash,5,1530.312000000,1091.568800000,1616.493800000,1.698106931,1.672269172,1.698996904
31,32,all,aho_corasick,5,253687.125000000,230578.150000000,332861.262500000,2.195673495,2.137577193,2.235141034
31,32,all,bndmq,5,11939.750000000,10483.037500000,17244.262500000,3.883170765,3.856620451,3.922668218
31,32,all,hash,5,2852.875000000,2208.137500000,3354.312500000,2.541268640,2.420568718,2.651022368
31,32,first,aho_corasick,5,241225.000000000,225302.725000000,257843.625000000,1.642361981,1.620270054,1.675714402
31,32,first,bndmq,5,10922.875000000,10621.625000000,16426.450000000,2.764585633,2.712411487,2.819472187
31,32,first,hash,5,2121.500000000,1962.125000000,3416.650000000,1.710708944,1.686235509,1.736538441
31,64,all,aho_corasick,5,518500.000000000,441523.125000000,618267.225000000,2.262194002,2.204459094,2.287171335
31,64,all,bndmq,5,39220.750000000,30902.950000000,51551.025000000,7.602420921,7.464945373,7.678804000
31,64,all,hash,5,3601.750000000,3442.775000000,7902.650000000,2.437701118,2.369656827,2.455905384
31,64,first,aho_corasick,5,468443.750000000,440453.200000000,586701.625000000,1.659958880,1.642379500,1.663169336
31,64,first,bndmq,5,32883.750000000,30842.000000000,66025.925000000,5.367834367,5.325818274,5.480279412
